,Ratio of delays with adaptation over delays without adaptation,,,,,
Tract ID,25 cm,50 cm,75 cm,100 cm,125 cm,150 cm
6073010200,1.000,1.000,1.000,0.914,0.320,0.000
6073010501,1.000,1.000,1.000,0.915,0.319,0.000
6073010502,1.000,1.000,1.000,0.913,0.330,0.000
6073010601,1.000,1.000,1.000,0.940,0.425,0.056
6073010900,1.000,1.000,0.996,0.913,0.453,0.112
6073011000,1.000,1.000,0.996,0.915,0.469,0.125
6073011100,1.000,1.000,0.996,0.915,0.481,0.130
6073011300,1.000,0.998,0.980,0.962,0.854,0.304
6073011602,1.000,1.000,1.000,0.939,0.428,0.071
6073012401,1.000,1.000,1.000,0.935,0.415,0.062
6073012502,1.000,1.000,1.000,0.938,0.422,0.058
6073012600,1.000,1.000,1.000,0.935,0.399,0.034
6073013103,1.000,1.000,1.000,0.917,0.343,0.000
6073017029,1.000,1.000,1.000,0.666,0.027,0.000
6073017106,1.000,1.000,1.000,0.666,0.027,0.000
6073017200,1.000,1.000,1.000,0.666,0.027,0.000
6073017303,1.000,1.000,1.000,0.666,0.027,0.000
6073017305,1.000,1.000,1.000,0.666,0.027,0.000
6073017401,1.000,1.000,1.000,0.666,0.027,0.000
6073017404,1.000,1.000,1.000,0.666,0.027,0.000
6073017601,1.000,1.000,1.000,0.907,0.189,0.000
6073017701,1.000,1.000,1.000,0.907,0.189,0.000
6073017801,1.000,1.000,1.000,0.933,0.321,0.024
6073017808,1.000,1.000,1.000,0.907,0.189,0.000
6073017810,1.000,1.000,1.000,0.907,0.189,0.000
6073017813,1.000,1.000,1.000,0.907,0.189,0.000
6073017900,1.000,1.000,1.000,0.933,0.321,0.024
6073018000,1.000,1.000,1.000,0.907,0.189,0.000
6073018100,1.000,1.000,1.000,0.933,0.321,0.024
6073018300,1.000,1.000,1.000,0.933,0.321,0.024
6073018400,1.000,1.000,1.000,0.933,0.321,0.024
6073018504,1.000,1.000,1.000,0.933,0.321,0.024
6073018603,1.000,1.000,1.000,0.933,0.321,0.024
6073018700,1.000,1.000,1.000,0.933,0.321,0.024
6073021400,1.000,0.998,0.979,0.960,0.853,0.310
6073021600,1.000,1.000,1.000,0.930,0.423,0.070
6073021800,1.000,1.000,0.996,0.915,0.474,0.129
6073021900,1.000,1.000,1.000,0.937,0.417,0.056
6073022100,1.000,1.000,1.000,0.907,0.189,0.000
6075010100,1.000,1.000,1.000,0.914,0.300,0.050
6075010200,1.000,1.000,1.000,0.914,0.300,0.050
6075010500,1.000,1.000,1.000,0.923,0.325,0.048
6075011700,1.000,1.000,1.000,0.926,0.334,0.048
6075012602,1.000,1.000,1.000,0.914,0.300,0.050
6075012700,1.000,1.000,1.000,0.914,0.300,0.050
6075017801,1.000,1.000,1.000,0.926,0.334,0.048
6075017802,1.000,1.000,1.000,0.926,0.334,0.048
6075017902,1.000,1.000,1.000,0.926,0.334,0.048
6075018000,1.000,1.000,1.000,0.926,0.334,0.048
6075022600,1.000,1.000,1.000,0.926,0.334,0.048
6075023103,1.000,1.000,1.000,1.000,0.680,0.115
6075023200,1.000,1.000,1.000,1.000,0.679,0.115
6075023400,1.000,1.000,1.000,1.000,0.679,0.115
6075035201,1.000,1.000,1.000,1.000,0.800,0.179
6075035202,1.000,1.000,1.000,1.000,0.800,0.179
6075035400,1.000,1.000,1.000,1.000,0.818,0.188
6075047901,1.000,1.000,1.000,1.000,0.848,0.216
6075060100,1.000,1.000,1.000,0.926,0.334,0.048
6075060400,1.000,1.000,1.000,1.000,0.707,0.130
6075060700,1.000,1.000,1.000,0.926,0.334,0.048
6075061000,1.000,1.000,1.000,1.000,0.679,0.115
6075061500,1.000,1.000,1.000,0.926,0.334,0.048
6075980600,1.000,1.000,1.000,1.000,0.679,0.115
6075980900,1.000,1.000,1.000,0.926,0.334,0.048
6077000100,0.000,0.000,0.000,0.000,0.000,0.000
6077000300,0.000,0.000,0.000,0.000,0.000,0.000
6077000401,0.000,0.000,0.000,0.000,0.000,0.000
6077000402,0.000,0.000,0.000,0.000,0.000,0.000
6077000700,0.000,0.000,0.000,0.000,0.000,0.000
6077000801,0.000,0.000,0.000,0.000,0.000,0.000
6077000900,0.000,0.000,0.000,0.000,0.000,0.000
6077001000,0.000,0.000,0.000,0.000,0.000,0.000
6077001101,0.000,0.000,0.000,0.000,0.000,0.000
6077001102,0.000,0.000,0.000,0.000,0.000,0.000
6077001200,0.000,0.000,0.000,0.000,0.000,0.000
6077001300,0.000,0.000,0.000,0.000,0.000,0.000
6077001400,0.000,0.000,0.000,0.000,0.000,0.000
6077002300,0.000,0.000,0.000,0.000,0.000,0.000
6077002401,0.000,0.000,0.000,0.000,0.000,0.000
6077002402,0.000,0.000,0.000,0.000,0.000,0.000
6077002503,0.000,0.000,0.000,0.000,0.000,0.000
6077002504,0.000,0.000,0.000,0.000,0.000,0.000
6077003106,0.000,0.000,0.000,0.000,0.000,0.000
6077003108,0.000,0.000,0.000,0.000,0.000,0.000
6077003109,0.000,0.000,0.000,0.000,0.000,0.000
6077003110,0.000,0.000,0.000,0.000,0.000,0.000
6077003111,0.000,0.000,0.000,0.000,0.000,0.000
6077003112,0.000,0.000,0.000,0.000,0.000,0.000
6077003113,0.000,0.000,0.000,0.000,0.000,0.000
6077003114,0.000,0.000,0.000,0.000,0.000,0.000
6077003203,0.000,0.000,0.000,0.000,0.000,0.000
6077003205,0.000,0.000,0.000,0.000,0.000,0.000
6077003208,0.000,0.000,0.000,0.000,0.000,0.000
6077003209,0.000,0.000,0.000,0.000,0.000,0.000
6077003210,0.000,0.000,0.000,0.000,0.000,0.000
6077003213,0.000,0.000,0.000,0.000,0.000,0.000
6077003214,0.000,0.000,0.000,0.000,0.000,0.000
6077003215,0.000,0.000,0.000,0.000,0.000,0.000
6077003216,0.000,0.000,0.000,0.000,0.000,0.000
6077003217,0.000,0.000,0.000,0.000,0.000,0.000
6077003307,0.000,0.000,0.000,0.000,0.000,0.000
6077003308,0.000,0.000,0.000,0.000,0.000,0.000
6077003801,0.000,0.000,0.000,0.000,0.000,0.000
6077003802,0.000,0.000,0.000,0.000,0.000,0.000
6077003803,0.000,0.000,0.000,0.000,0.000,0.000
6077003900,0.000,0.000,0.000,0.000,0.000,0.000
6077004001,0.000,0.000,0.000,0.000,0.000,0.000
6077004002,0.000,0.000,0.000,0.000,0.000,0.000
6077004106,0.000,0.000,0.000,0.000,0.000,0.000
6077004600,0.000,0.000,0.000,0.000,0.000,0.000
6077005106,0.000,0.000,0.000,0.000,0.000,0.000
6077005119,0.000,0.000,0.000,0.000,0.000,0.000
6077005122,0.000,0.000,0.000,0.000,0.000,0.000
6077005127,0.000,0.000,0.000,0.000,0.000,0.000
6077005202,0.000,0.000,0.000,0.000,0.000,0.000
6077005206,0.000,0.000,0.000,0.000,0.000,0.000
6077005501,0.000,0.000,0.000,0.000,0.000,0.000
6079010403,0.000,0.000,0.000,0.000,0.000,0.000
6079010404,0.000,0.000,0.000,0.000,0.000,0.000
6079010503,1.000,1.000,1.000,1.000,1.000,1.000
6079010504,1.000,1.000,1.000,1.000,1.000,1.000
6079010602,1.000,1.000,1.000,1.000,1.000,1.000
6079010603,1.000,1.000,1.000,1.000,1.000,1.000
6079010701,1.000,1.000,1.000,1.000,1.000,1.000
6079010707,1.000,1.000,1.000,1.000,1.000,1.000
6079011600,1.000,1.000,1.000,1.000,0.642,0.122
6079011704,1.000,1.000,1.000,1.000,0.620,0.068
6079012102,1.000,1.000,1.000,1.000,0.607,0.076
6079012200,1.000,1.000,1.000,1.000,0.607,0.076
6079012304,1.000,1.000,1.000,1.000,0.607,0.076
6079013000,1.000,1.000,1.000,1.000,1.000,1.000
6081600100,1.000,1.000,0.919,0.780,0.120,0.020
6081601000,1.000,1.000,0.999,0.792,0.071,0.000
6081602300,1.000,1.000,0.957,0.853,0.225,0.010
6081603100,1.000,1.000,0.919,0.780,0.120,0.020
6081603200,1.000,1.000,0.848,0.705,0.104,0.023
6081604101,1.000,1.000,0.933,0.804,0.157,0.016
6081604200,1.000,1.000,0.944,0.822,0.182,0.014
6081604400,1.000,1.000,0.971,0.900,0.319,0.015
6081605000,1.000,1.000,0.979,0.927,0.416,0.043
6081605100,1.000,1.000,0.986,0.950,0.515,0.073
6081605400,1.000,1.000,0.990,0.967,0.618,0.117
6081606000,1.000,1.000,0.991,0.973,0.647,0.128
6081606100,1.000,1.000,0.992,0.974,0.674,0.145
6081606200,1.000,1.000,0.992,0.978,0.685,0.146
6081606300,1.000,1.000,0.996,0.983,0.692,0.149
6081606600,1.000,1.000,1.000,0.992,0.720,0.158
6081607500,1.000,1.000,1.000,0.993,0.730,0.174
6081607600,1.000,1.000,1.000,0.992,0.720,0.158
6081607701,1.000,1.000,1.000,0.989,0.708,0.153
6081607702,1.000,1.000,1.000,0.992,0.719,0.156
6081607800,1.000,1.000,1.000,0.992,0.724,0.161
6081607900,1.000,1.000,1.000,0.993,0.730,0.170
6081608001,1.000,1.000,1.000,0.993,0.737,0.180
6081608004,1.000,1.000,1.000,0.992,0.729,0.176
6081608013,1.000,1.000,1.000,0.994,0.739,0.186
6081608023,1.000,1.000,1.000,0.994,0.738,0.181
6081608100,1.000,1.000,1.000,0.993,0.735,0.174
6081608200,1.000,1.000,1.000,0.993,0.734,0.171
6081608300,1.000,1.000,1.000,0.993,0.737,0.180
6081608400,1.000,1.000,1.000,0.993,0.736,0.179
6081608501,1.000,1.000,1.000,0.993,0.736,0.178
6081608502,1.000,1.000,1.000,0.993,0.737,0.179
6081608600,1.000,1.000,1.000,0.994,0.739,0.186
6081609100,1.000,1.000,1.000,0.995,0.747,0.196
6081610100,1.000,1.000,1.000,0.999,0.820,0.240
6081610201,1.000,1.000,1.000,0.999,0.873,0.316
6081610202,1.000,1.000,1.000,0.999,0.823,0.251
6081610302,1.000,1.000,1.000,0.994,0.752,0.219
6081610303,1.000,1.000,1.000,0.994,0.740,0.190
6081610304,1.000,1.000,1.000,0.994,0.740,0.187
6081610400,1.000,1.000,1.000,0.999,0.918,0.413
6081610500,1.000,1.000,1.000,0.999,0.911,0.375
6081611600,1.000,1.000,1.000,1.000,0.990,0.734
6081611700,1.000,1.000,1.000,0.999,0.898,0.368
6081611800,1.000,1.000,1.000,1.000,1.000,0.880
6081611900,1.000,1.000,1.000,1.000,1.000,0.896
6081613501,1.000,1.000,0.992,0.973,0.674,0.151
6081613502,1.000,1.000,0.894,0.783,0.158,0.050
6081613600,1.000,1.000,0.896,0.774,0.129,0.023
6081613800,1.000,1.000,1.000,0.999,0.915,0.408
6083000804,1.000,1.000,1.000,1.000,1.000,0.785
6083001206,1.000,1.000,1.000,1.000,1.000,0.785
6083001208,1.000,1.000,1.000,1.000,1.000,0.785
6083001402,1.000,1.000,1.000,1.000,1.000,0.785
6083001604,0.000,0.000,0.000,0.000,0.000,0.000
6083001706,1.000,1.000,1.000,1.000,1.000,0.785
6083002502,0.000,0.000,0.000,0.000,0.000,0.000
6083002606,0.000,0.000,0.000,0.000,0.000,0.000
6083002915,0.000,0.000,0.000,0.000,0.000,0.000
6083002922,0.000,0.000,0.000,0.000,0.000,0.000
6083002928,0.000,0.000,0.000,0.000,0.000,0.000
6083002932,0.000,0.000,0.000,0.000,0.000,0.000
6083003001,0.000,0.000,0.000,0.000,0.000,0.000
6083003007,1.000,1.000,1.000,1.000,1.000,0.769
6083003102,0.000,0.000,0.000,0.000,0.000,0.000
6083980000,0.000,0.000,0.000,0.000,0.000,0.000
6085504413,1.000,1.000,1.000,0.796,0.071,0.010
6085504414,1.000,1.000,1.000,0.793,0.064,0.009
6085504506,1.000,1.000,1.000,0.814,0.097,0.008
6085504507,1.000,1.000,1.000,0.816,0.101,0.008
6085504601,1.000,1.000,1.000,0.880,0.413,0.229
6085504602,1.000,1.000,1.000,0.880,0.413,0.229
6085504700,1.000,1.000,1.000,0.880,0.413,0.229
6085504802,1.000,1.000,1.000,0.820,0.119,0.013
6085504805,1.000,1.000,1.000,0.826,0.147,0.029
6085504901,1.000,1.000,1.000,0.818,0.110,0.010
6085505001,1.000,1.000,1.000,0.820,0.119,0.013
6085505006,1.000,1.000,1.000,0.818,0.110,0.010
6085505007,1.000,1.000,1.000,0.818,0.110,0.010
6085505008,1.000,1.000,1.000,0.818,0.110,0.010
6085505009,1.000,1.000,1.000,0.819,0.113,0.011
6085509304,1.000,1.000,1.000,0.973,0.781,0.460
6085510801,1.000,1.000,1.000,0.986,0.911,0.573
6085511000,1.000,1.000,1.000,0.991,0.956,0.613
6085511100,1.000,1.000,1.000,1.000,0.997,0.647
6087100200,1.000,1.000,1.000,1.000,0.959,0.478
6087100700,1.000,1.000,1.000,1.000,0.954,0.414
6087100800,1.000,1.000,1.000,1.000,0.954,0.414
6087100900,1.000,1.000,1.000,1.000,0.959,0.478
6087101000,1.000,1.000,1.000,1.000,0.954,0.414
6087110400,1.000,1.000,1.000,1.000,0.991,0.758
6087121500,1.000,1.000,1.000,1.000,0.959,0.478
6087121600,1.000,1.000,1.000,1.000,0.959,0.478
6087121800,1.000,1.000,1.000,1.000,0.959,0.478
6087122100,1.000,1.000,1.000,1.000,0.959,0.478
6087122201,1.000,1.000,1.000,1.000,0.995,0.793
6087122300,1.000,1.000,1.000,1.000,0.992,0.798
6095250502,1.000,1.000,0.981,0.702,0.133,0.034
6095250604,1.000,1.000,0.981,0.707,0.137,0.035
6095250605,1.000,1.000,0.981,0.702,0.133,0.034
6095250701,1.000,1.000,0.980,0.700,0.126,0.036
6095250801,1.000,1.000,0.979,0.692,0.115,0.037
6095250900,1.000,1.000,0.977,0.660,0.072,0.042
6095251000,1.000,1.000,0.977,0.660,0.072,0.042
6095251100,1.000,1.000,0.979,0.692,0.115,0.037
6095251600,1.000,1.000,0.974,0.634,0.061,0.046
6095251701,1.000,1.000,0.974,0.634,0.061,0.046
6095251802,1.000,1.000,0.974,0.634,0.061,0.046
6095251803,1.000,1.000,0.974,0.634,0.061,0.046
6095251804,1.000,1.000,0.974,0.634,0.061,0.046
6095252000,1.000,1.000,0.979,0.723,0.163,0.038
6095252102,1.000,1.000,0.985,0.733,0.215,0.101
6095252202,1.000,1.000,0.995,0.553,0.075,0.036
6095252305,1.000,1.000,1.000,0.495,0.052,0.037
6095252402,1.000,1.000,1.000,0.488,0.048,0.037
6095252501,1.000,1.000,1.000,0.488,0.048,0.037
6095252502,1.000,1.000,1.000,0.488,0.048,0.037
6095252607,1.000,1.000,1.000,0.488,0.048,0.037
6095252702,1.000,1.000,0.995,0.556,0.091,0.051
6095252703,1.000,1.000,1.000,0.488,0.048,0.037
6095252704,1.000,1.000,1.000,0.488,0.048,0.037
6095252705,1.000,1.000,1.000,0.479,0.038,0.028
6095253300,1.000,1.000,1.000,0.466,0.017,0.018
6095253500,1.000,1.000,1.000,0.504,0.069,0.054
6097150100,1.000,1.000,0.836,0.526,0.188,0.046
6097150601,1.000,1.000,1.000,0.837,0.417,0.075
6097150612,1.000,1.000,0.836,0.526,0.188,0.046
6097150701,1.000,1.000,1.000,0.837,0.417,0.075
6097153502,1.000,1.000,1.000,1.000,1.000,1.000
6097153703,1.000,1.000,1.000,1.000,1.000,1.000
6097154302,1.000,1.000,1.000,1.000,1.000,1.000
6097154303,0.000,0.000,0.000,0.000,0.000,0.000
6097154304,1.000,1.000,1.000,1.000,1.000,1.000
6111001206,1.000,1.000,1.000,1.000,0.000,0.000
6111002400,1.000,1.000,1.000,1.000,0.642,0.065
6111002500,1.000,1.000,1.000,1.000,0.892,0.339
6111002600,1.000,1.000,1.000,1.000,0.642,0.065
6111002800,1.000,1.000,1.000,1.000,0.921,0.513
6111002905,1.000,1.000,1.000,1.000,0.934,0.590
6111003609,1.000,1.000,1.000,1.000,0.934,0.590
6111003612,1.000,1.000,1.000,1.000,1.000,1.000
6111004304,1.000,1.000,1.000,1.000,0.933,0.590
6111004305,1.000,1.000,1.000,1.000,0.933,0.590
6111004400,1.000,1.000,1.000,1.000,0.933,0.590
6111004600,1.000,1.000,1.000,1.000,1.000,0.985
6111004715,1.000,1.000,1.000,1.000,0.933,0.590
6111005600,1.000,1.000,1.000,1.000,0.967,0.652
6111007300,1.000,1.000,1.000,1.000,1.000,1.000
6113010102,0.000,0.000,0.000,0.000,0.000,0.000
6113010203,0.000,0.000,0.000,0.000,0.000,0.000
6113010302,0.000,0.000,0.000,0.000,0.000,0.000
6113010310,0.000,0.000,0.000,0.000,0.000,0.000
6113010401,0.000,0.000,0.000,0.000,0.000,0.000
6113010402,0.000,0.000,0.000,0.000,0.000,0.000
6113011206,0.000,0.000,0.000,0.000,0.000,0.000
9001010202,0.892,0.000,0.000,0.000,0.000,0.000
9001010400,0.000,0.000,0.000,0.000,0.000,0.000
9001010800,0.892,0.000,0.000,0.000,0.000,0.000
9001011000,0.892,0.000,0.000,0.000,0.000,0.000
9001011100,0.892,0.000,0.000,0.000,0.000,0.000
9001011200,0.892,0.000,0.000,0.000,0.000,0.000
9001011300,0.892,0.000,0.000,0.000,0.000,0.000
9001020100,0.892,0.000,0.000,0.000,0.000,0.000
9001021900,0.892,0.000,0.000,0.000,0.000,0.000
9001022100,0.892,0.000,0.000,0.000,0.000,0.000
9001022200,0.892,0.000,0.000,0.000,0.000,0.000
9001022300,0.892,0.000,0.000,0.000,0.000,0.000
9001022400,0.892,0.000,0.000,0.000,0.000,0.000
9001030300,0.893,0.000,0.001,0.000,0.000,0.001
9001043600,0.983,0.018,0.001,0.001,0.001,0.001
9001043700,0.000,0.000,0.000,0.000,0.000,0.000
9001044100,0.000,0.000,0.000,0.000,0.000,0.000
9001044200,0.000,0.000,0.000,0.000,0.000,0.000
9001044300,0.983,0.019,0.001,0.001,0.001,0.002
9001044400,0.893,0.000,0.001,0.000,0.000,0.001
9001044600,0.893,0.000,0.001,0.000,0.000,0.001
9001050200,0.984,0.020,0.002,0.001,0.001,0.002
9001050400,0.983,0.020,0.001,0.001,0.001,0.002
9001050500,0.984,0.020,0.002,0.001,0.001,0.002
9001050600,0.987,0.096,0.037,0.003,0.001,0.002
9001060500,0.985,0.096,0.037,0.003,0.001,0.001
9001060600,0.985,0.096,0.037,0.003,0.001,0.001
9001060700,0.985,0.096,0.037,0.003,0.001,0.001
9001061400,0.985,0.097,0.037,0.004,0.001,0.001
9001061500,0.985,0.097,0.037,0.004,0.001,0.001
9001061600,0.985,0.096,0.037,0.003,0.001,0.001
9001070100,0.985,0.097,0.037,0.004,0.001,0.001
9001070200,0.985,0.097,0.037,0.004,0.001,0.001
9001070300,0.985,0.097,0.037,0.004,0.001,0.001
9001070400,0.985,0.097,0.037,0.004,0.001,0.001
9001070600,1.003,0.458,0.207,0.017,0.003,0.004
9001071000,0.985,0.097,0.037,0.004,0.001,0.001
9001074000,1.003,0.458,0.207,0.017,0.003,0.004
9001074300,1.003,0.454,0.207,0.016,0.003,0.003
9001074400,1.003,0.458,0.207,0.017,0.003,0.004
9001080400,1.003,0.454,0.207,0.016,0.003,0.003
9001080500,1.003,0.458,0.207,0.017,0.003,0.004
9001080600,1.000,0.453,0.206,0.015,0.002,0.003
9001080700,1.000,0.453,0.206,0.015,0.002,0.003
9001080800,1.000,0.453,0.206,0.015,0.002,0.003
9001081200,0.000,0.000,0.000,0.000,0.000,0.000
9001081300,0.000,0.000,0.000,0.000,0.000,0.000
9001110100,0.000,0.000,0.000,0.000,0.000,0.000
9001110201,0.000,0.000,0.000,0.000,0.000,0.000
9001110202,0.000,0.000,0.000,0.000,0.000,0.000
9001110600,0.000,0.000,0.000,0.000,0.000,0.000
9003473601,0.000,0.000,0.000,0.000,0.000,0.000
9003473700,0.000,0.000,0.000,0.000,0.000,0.000
9003484100,0.000,0.000,0.000,0.000,0.000,0.000
9003487300,0.000,0.000,0.000,0.000,0.000,0.000
9003490100,0.000,0.000,0.000,0.000,0.000,0.000
9003492100,0.000,0.000,0.000,0.000,0.000,0.000
9003500700,0.000,0.000,0.000,0.000,0.000,0.000
9003502100,0.000,0.000,0.000,0.000,0.000,0.000
9003502500,0.000,0.000,0.000,0.000,0.000,0.000
9003510100,0.000,0.000,0.000,0.000,0.000,0.000
9003510200,0.000,0.000,0.000,0.000,0.000,0.000
9003510400,0.000,0.000,0.000,0.000,0.000,0.000
9003510600,0.000,0.000,0.000,0.000,0.000,0.000
9003510800,0.000,0.000,0.000,0.000,0.000,0.000
9003520302,0.000,0.000,0.000,0.000,0.000,0.000
9003520400,0.000,0.000,0.000,0.000,0.000,0.000
9003520501,0.000,0.000,0.000,0.000,0.000,0.000
9007541100,0.000,0.000,0.000,0.000,0.000,0.000
9007541200,0.000,0.000,0.000,0.000,0.000,0.000
9007541300,0.000,0.000,0.000,0.000,0.000,0.000
9007541401,0.000,0.000,0.000,0.000,0.000,0.000
9007541402,0.000,0.000,0.000,0.000,0.000,0.000
9007541600,0.000,0.000,0.000,0.000,0.000,0.000
9007541700,0.000,0.000,0.000,0.000,0.000,0.000
9007550202,0.000,0.000,0.000,0.000,0.000,0.000
9007560100,0.000,0.000,0.000,0.000,0.000,0.000
9007560200,0.000,0.000,0.000,0.000,0.000,0.000
9007570100,0.000,0.000,0.000,0.000,0.000,0.000
9007570200,0.000,0.000,0.000,0.000,0.000,0.000
9007570300,0.000,0.000,0.000,0.000,0.000,0.000
9007590100,0.000,0.000,0.000,0.000,0.000,0.000
9007595101,0.000,0.000,0.000,0.000,0.000,0.000
9007595102,0.000,0.000,0.000,0.000,0.000,0.000
9007600100,0.000,0.000,0.000,0.000,0.000,0.000
9007610100,1.000,0.000,0.000,0.000,0.000,0.000
9007610200,1.000,0.000,0.000,0.000,0.000,0.000
9007620100,1.000,0.000,0.001,0.000,0.000,0.001
9007630100,0.000,0.000,0.000,0.000,0.000,0.000
9007670100,0.000,0.000,0.000,0.000,0.000,0.000
9007670200,0.000,0.000,0.000,0.000,0.000,0.000
9007680100,1.000,0.000,0.001,0.000,0.000,0.001
9007680200,0.000,0.000,0.000,0.000,0.000,0.000
9009120100,0.000,0.000,0.000,0.000,0.000,0.000
9009120200,0.000,0.000,0.000,0.000,0.000,0.000
9009125200,0.000,0.000,0.000,0.000,0.000,0.000
9009125300,0.000,0.000,0.000,0.000,0.000,0.000
9009140200,0.931,0.081,0.000,0.000,0.000,0.000
9009140400,0.931,0.081,0.000,0.000,0.000,0.000
9009140500,0.931,0.081,0.000,0.000,0.000,0.000
9009140800,0.931,0.081,0.000,0.000,0.000,0.000
9009142100,0.931,0.081,0.000,0.000,0.000,0.000
9009142200,0.931,0.081,0.000,0.000,0.000,0.000
9009142300,0.931,0.081,0.000,0.000,0.000,0.000
9009142400,0.931,0.081,0.000,0.000,0.000,0.000
9009142500,0.931,0.081,0.000,0.000,0.000,0.000
9009142601,0.931,0.081,0.000,0.000,0.000,0.000
9009142604,0.931,0.081,0.000,0.000,0.000,0.000
9009142700,0.931,0.081,0.000,0.000,0.000,0.000
9009142800,0.931,0.081,0.000,0.000,0.000,0.000
9009150100,1.000,0.037,0.001,0.001,0.001,0.001
9009150200,1.000,0.037,0.001,0.001,0.001,0.001
9009150300,1.000,0.037,0.001,0.001,0.001,0.001
9009150400,1.000,0.037,0.001,0.001,0.001,0.001
9009150500,1.000,0.037,0.001,0.001,0.001,0.001
9009150600,1.000,0.037,0.001,0.001,0.001,0.001
9009150700,1.000,0.037,0.001,0.001,0.001,0.001
9009150800,1.000,0.037,0.001,0.001,0.001,0.001
9009150900,1.000,0.037,0.001,0.001,0.001,0.001
9009151000,1.000,0.037,0.001,0.001,0.001,0.001
9009151100,1.000,0.037,0.001,0.001,0.001,0.001
9009151200,1.000,0.037,0.001,0.001,0.000,0.001
9009154100,0.931,0.081,0.000,0.000,0.000,0.000
9009154500,0.931,0.081,0.000,0.000,0.000,0.000
9009154700,0.951,0.068,0.000,0.000,0.000,0.000
9009154800,1.000,0.161,0.001,0.001,0.001,0.001
9009154900,0.931,0.081,0.000,0.000,0.000,0.000
9009155000,0.931,0.081,0.000,0.000,0.000,0.000
9009155100,0.931,0.081,0.000,0.000,0.000,0.000
9009157300,1.000,0.037,0.001,0.001,0.000,0.001
9009165100,0.931,0.081,0.000,0.000,0.000,0.000
9009167100,0.931,0.081,0.000,0.000,0.000,0.000
9009167201,0.931,0.081,0.000,0.000,0.000,0.000
9009167202,0.916,0.000,0.000,0.000,0.000,0.000
9009167300,0.931,0.081,0.000,0.000,0.000,0.000
9009180100,0.931,0.081,0.001,0.001,0.000,0.001
9009180200,0.931,0.081,0.000,0.000,0.000,0.000
9009180300,0.931,0.081,0.000,0.000,0.000,0.000
9009184100,0.931,0.081,0.001,0.001,0.000,0.001
9009184200,0.931,0.081,0.001,0.001,0.000,0.001
9009184300,0.931,0.081,0.001,0.001,0.000,0.001
9009184400,0.935,0.137,0.050,0.005,0.000,0.001
9009184500,1.000,0.469,0.185,0.017,0.001,0.002
9009184600,1.000,0.212,0.076,0.007,0.001,0.001
9009190100,1.000,0.212,0.076,0.007,0.001,0.001
9009190200,1.000,0.212,0.076,0.007,0.001,0.001
9009190301,1.000,0.212,0.076,0.007,0.001,0.001
9009194100,1.000,0.212,0.076,0.007,0.000,0.001
9009194201,1.000,0.212,0.076,0.007,0.001,0.001
9009361500,0.931,0.081,0.000,0.000,0.000,0.000
9011650100,0.000,0.000,0.000,0.000,0.000,0.000
9011660101,0.000,0.000,0.000,0.000,0.000,0.000
9011660102,0.000,0.000,0.000,0.000,0.000,0.000
9011690500,0.000,0.000,0.000,0.000,0.000,0.000
9011690700,0.000,0.000,0.000,0.000,0.000,0.000
9011690900,0.000,0.000,0.000,0.000,0.000,0.000
9011693300,0.000,0.000,0.000,0.000,0.000,0.000
9011693400,0.000,0.000,0.000,0.000,0.000,0.000
9011693500,0.000,0.000,0.000,0.000,0.000,0.000
9011693600,0.000,0.000,0.000,0.000,0.000,0.000
9011696400,0.000,0.000,0.000,0.000,0.000,0.000
9011696700,0.000,0.000,0.000,0.000,0.000,0.000
9011696800,0.000,0.000,0.000,0.000,0.000,0.000
9011697000,0.000,0.000,0.000,0.000,0.000,0.000
9011700100,0.000,0.000,0.000,0.000,0.000,0.000
9011701200,0.000,0.000,0.000,0.000,0.000,0.000
9011702100,0.000,0.000,0.000,0.000,0.000,0.000
9011702400,0.000,0.000,0.000,0.000,0.000,0.000
9011702500,0.000,0.000,0.000,0.000,0.000,0.000
9011702600,0.000,0.000,0.000,0.000,0.000,0.000
9011702700,0.000,0.000,0.000,0.000,0.000,0.000
9011702800,0.000,0.000,0.000,0.000,0.000,0.000
9011702900,0.000,0.000,0.000,0.000,0.000,0.000
9011703000,0.000,0.000,0.000,0.000,0.000,0.000
9011705101,0.000,0.000,0.000,0.000,0.000,0.000
9011705200,0.000,0.000,0.000,0.000,0.000,0.000
9011705300,0.000,0.000,0.000,0.000,0.000,0.000
9011705400,0.000,0.000,0.000,0.000,0.000,0.000
9011870300,0.000,0.000,0.000,0.000,0.000,0.000
