Census Block,25 cm,50 cm,75 cm,100 cm,125 cm,150 cm
4.5019E+11,NA,NA,NA,NA,NA,10%
4.5019E+11,NA,NA,16%,24%,32%,24%
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,NA,79%
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,100%,100%
4.5019E+11,NA,NA,NA,NA,6%,13%
4.5019E+11,NA,100%,100%,100%,100%,100%
4.5019E+11,NA,NA,NA,0%,0%,0%
4.5019E+11,NA,NA,NA,NA,17%,18%
4.5019E+11,NA,NA,NA,NA,49%,67%
4.5019E+11,NA,NA,NA,NA,54%,61%
4.5019E+11,NA,NA,NA,NA,29%,60%
4.5019E+11,NA,NA,NA,NA,100%,100%
4.5019E+11,NA,NA,NA,NA,18%,38%
4.5019E+11,NA,NA,NA,NA,15%,31%
4.5019E+11,NA,NA,NA,NA,100%,100%
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,100%,100%,100%
4.5019E+11,NA,NA,NA,NA,NA,100%
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,100%,100%
4.5019E+11,NA,NA,NA,NA,100%,66%
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,NA,18%
4.5019E+11,NA,NA,NA,23%,47%,53%
4.5019E+11,NA,NA,NA,51%,66%,65%
4.5019E+11,NA,NA,NA,100%,100%,100%
4.5019E+11,NA,NA,NA,NA,NA,13%
4.5019E+11,NA,NA,NA,NA,NA,33%
4.5019E+11,NA,NA,NA,25%,56%,54%
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,14%,20%
4.5019E+11,NA,NA,NA,100%,100%,100%
4.5019E+11,NA,NA,NA,NA,NA,100%
4.5019E+11,NA,100%,100%,100%,100%,100%
4.5019E+11,100%,100%,100%,100%,61%,40%
4.5019E+11,NA,NA,NA,NA,34%,48%
4.5019E+11,NA,100%,100%,100%,100%,97%
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,7%,12%,NA
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,54%,54%
4.5019E+11,NA,NA,NA,NA,19%,26%
4.5019E+11,NA,NA,NA,NA,21%,24%
4.5019E+11,NA,NA,NA,NA,48%,69%
4.5019E+11,NA,NA,NA,NA,88%,96%
4.5019E+11,NA,NA,NA,NA,76%,87%
4.5019E+11,NA,NA,NA,54%,74%,81%
4.5019E+11,NA,NA,NA,NA,33%,47%
4.5019E+11,NA,NA,NA,100%,100%,100%
4.5019E+11,NA,NA,NA,NA,100%,100%
4.5019E+11,NA,NA,NA,NA,100%,100%
4.5019E+11,NA,NA,NA,NA,31%,35%
4.5019E+11,NA,NA,NA,NA,51%,58%
4.5019E+11,NA,NA,NA,NA,3%,16%
4.5019E+11,NA,NA,NA,NA,36%,37%
4.5019E+11,NA,NA,NA,NA,20%,19%
4.5019E+11,NA,NA,NA,NA,47%,47%
4.5019E+11,NA,NA,NA,NA,42%,46%
4.5019E+11,NA,NA,NA,72%,76%,78%
4.5019E+11,NA,NA,NA,NA,58%,61%
4.5019E+11,NA,NA,NA,75%,71%,72%
4.5019E+11,NA,NA,NA,NA,45%,56%
4.5019E+11,NA,NA,NA,100%,99%,98%
4.5019E+11,NA,NA,NA,5%,70%,84%
4.5019E+11,NA,NA,NA,28%,62%,72%
4.5019E+11,NA,NA,NA,100%,100%,100%
4.5019E+11,NA,NA,NA,70%,68%,67%
4.5019E+11,NA,NA,NA,NA,61%,63%
4.5019E+11,NA,NA,NA,NA,8%,17%
4.5019E+11,NA,NA,NA,NA,44%,42%
4.5019E+11,NA,NA,NA,NA,51%,59%
4.5019E+11,NA,NA,NA,NA,NA,100%
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,NA,100%
4.5019E+11,NA,NA,NA,100%,100%,100%
4.5019E+11,NA,NA,NA,NA,100%,100%
4.5019E+11,NA,NA,NA,90%,96%,97%
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,91%,99%,99%,99%,99%,100%
4.5019E+11,100%,100%,100%,100%,100%,100%
4.5019E+11,100%,100%,100%,100%,100%,100%
4.5019E+11,100%,100%,100%,100%,100%,100%
4.5019E+11,NA,NA,NA,NA,100%,100%
4.5019E+11,NA,NA,NA,49%,44%,47%
4.5019E+11,NA,NA,NA,NA,88%,88%
4.5019E+11,NA,NA,NA,2%,46%,48%
4.5019E+11,NA,NA,NA,100%,100%,100%
4.5019E+11,NA,NA,NA,NA,50%,47%
4.5019E+11,NA,NA,NA,NA,52%,46%
4.5019E+11,NA,NA,2%,40%,68%,74%
4.5019E+11,NA,NA,NA,NA,9%,20%
4.5019E+11,40%,87%,93%,97%,98%,98%
4.5019E+11,100%,100%,100%,100%,100%,100%
4.5019E+11,NA,NA,NA,22%,75%,70%
4.5019E+11,NA,NA,NA,NA,NA,NA
4.5019E+11,100%,100%,100%,100%,100%,100%
4.5019E+11,100%,100%,100%,100%,100%,100%
4.5019E+11,100%,100%,100%,100%,100%,100%
4.503E+11,NA,NA,NA,NA,100%,100%
4.503E+11,100%,100%,100%,100%,100%,100%
4.503E+11,100%,100%,100%,100%,100%,100%
4.503E+11,100%,100%,100%,100%,100%,100%
4.503E+11,100%,100%,100%,100%,100%,100%
4.503E+11,100%,100%,100%,100%,100%,100%
4.503E+11,NA,NA,NA,NA,NA,100%
4.503E+11,100%,100%,100%,100%,100%,100%
4.503E+11,100%,100%,100%,100%,100%,100%
4.503E+11,NA,NA,NA,NA,26%,34%
4.50439E+11,NA,NA,NA,100%,100%,100%
4.50439E+11,100%,100%,100%,100%,100%,100%
4.50439E+11,100%,100%,100%,100%,100%,100%
4.50439E+11,100%,100%,100%,100%,100%,100%
4.50439E+11,NA,100%,100%,100%,100%,100%
4.50439E+11,100%,100%,100%,100%,100%,100%
4.50439E+11,NA,NA,16%,35%,47%,52%
4.50439E+11,NA,NA,NA,NA,59%,71%
4.50439E+11,100%,NA,NA,NA,81%,67%
4.50439E+11,100%,100%,100%,100%,100%,100%
4.50439E+11,100%,100%,100%,100%,100%,100%
4.50439E+11,NA,NA,NA,3%,51%,53%
4.50439E+11,NA,NA,NA,NA,28%,30%
4.50439E+11,NA,NA,100%,100%,100%,100%
4.50439E+11,NA,NA,NA,NA,NA,NA
4.50439E+11,NA,NA,NA,NA,15%,20%
4.50439E+11,NA,NA,NA,NA,20%,22%
4.50439E+11,NA,NA,NA,NA,14%,20%
4.50439E+11,NA,NA,NA,NA,13%,21%
4.50439E+11,NA,NA,NA,27%,51%,58%
4.50439E+11,NA,NA,NA,13%,72%,80%
4.50439E+11,NA,NA,NA,NA,79%,78%
4.50439E+11,NA,NA,4%,31%,43%,51%
4.50439E+11,NA,NA,NA,NA,1%,1%
4.50439E+11,NA,NA,NA,8%,7%,5%
4.50439E+11,NA,NA,NA,NA,6%,13%
4.50439E+11,NA,NA,NA,NA,2%,6%
4.50439E+11,100%,98%,97%,98%,98%,99%
4.50439E+11,NA,NA,NA,NA,NA,15%
4.50439E+11,NA,NA,12%,44%,79%,76%
4.50439E+11,NA,NA,NA,1%,7%,10%
4.50439E+11,NA,NA,7%,19%,45%,51%
4.50439E+11,100%,100%,100%,100%,100%,100%
4.50439E+11,100%,100%,100%,100%,100%,100%
4.50439E+11,100%,100%,100%,100%,100%,100%
4.50439E+11,100%,100%,100%,100%,100%,100%
4.5051E+11,100%,100%,100%,100%,100%,100%
4.5051E+11,NA,100%,100%,100%,100%,100%
4.5051E+11,NA,20%,41%,58%,82%,85%
4.5051E+11,NA,NA,29%,48%,60%,64%
4.5051E+11,NA,NA,8%,55%,55%,51%
4.5051E+11,NA,NA,9%,35%,27%,26%
4.5051E+11,NA,NA,NA,1%,0%,0%
4.5051E+11,90%,78%,86%,84%,82%,84%
4.5051E+11,100%,100%,100%,100%,100%,100%
4.5051E+11,NA,NA,NA,35%,47%,44%
4.5051E+11,NA,NA,NA,NA,9%,17%
4.5051E+11,NA,NA,NA,22%,47%,51%
4.5051E+11,100%,100%,100%,100%,99%,97%
4.5051E+11,NA,NA,NA,NA,NA,NA
4.5051E+11,NA,NA,33%,54%,61%,68%
4.5051E+11,NA,16%,66%,74%,75%,75%
4.5051E+11,NA,NA,NA,92%,70%,69%
4.50511E+11,NA,NA,23%,48%,64%,69%
4.50511E+11,NA,4%,69%,77%,79%,84%
4.50511E+11,NA,NA,NA,NA,4%,10%
4.50511E+11,NA,NA,NA,19%,27%,28%
4.50511E+11,NA,NA,NA,2%,2%,1%
4.50511E+11,NA,NA,NA,100%,100%,100%
4.50511E+11,NA,NA,NA,NA,NA,100%
4.50511E+11,NA,NA,NA,NA,NA,NA
4.50511E+11,NA,NA,NA,NA,100%,95%
4.50511E+11,NA,NA,NA,NA,34%,38%
4.50511E+11,NA,NA,NA,NA,NA,NA
4.50511E+11,NA,NA,NA,NA,NA,2%
4.50511E+11,NA,NA,NA,NA,NA,NA
4.50511E+11,100%,100%,100%,100%,100%,100%
4.50511E+11,NA,NA,NA,NA,100%,100%
4.50511E+11,NA,NA,41%,45%,27%,27%
4.50511E+11,NA,NA,NA,NA,6%,11%
4.50511E+11,NA,NA,84%,50%,18%,17%
4.50511E+11,NA,NA,NA,15%,15%,16%
4.50511E+11,NA,NA,NA,87%,76%,79%
4.50511E+11,NA,NA,NA,1%,15%,18%
4.50511E+11,NA,NA,NA,30%,83%,79%
4.50511E+11,NA,NA,NA,25%,8%,8%
4.50511E+11,NA,NA,NA,25%,29%,30%
4.50511E+11,NA,NA,NA,16%,24%,23%
4.50511E+11,NA,NA,100%,100%,100%,100%
4.50511E+11,NA,NA,NA,NA,100%,100%
4.50511E+11,NA,NA,13%,47%,70%,75%
4.50511E+11,20%,59%,77%,79%,88%,89%
4.50511E+11,NA,NA,13%,75%,90%,92%
4.50511E+11,100%,100%,100%,100%,100%,100%
4.50511E+11,NA,NA,32%,52%,65%,68%
4.50511E+11,NA,NA,NA,NA,NA,89%
4.50511E+11,NA,NA,NA,24%,26%,30%
4.50511E+11,100%,100%,100%,100%,100%,100%
4.50511E+11,100%,100%,100%,100%,100%,100%
4.50511E+11,100%,100%,100%,100%,100%,100%
4.50511E+11,100%,100%,100%,100%,100%,100%
4.50511E+11,NA,NA,NA,NA,100%,100%
4.50511E+11,68%,67%,84%,89%,92%,93%
4.50511E+11,NA,NA,16%,30%,79%,80%
4.50511E+11,100%,100%,100%,100%,100%,100%
4.50511E+11,100%,94%,95%,97%,97%,98%
4.50511E+11,100%,100%,100%,100%,100%,100%
4.50511E+11,82%,90%,92%,93%,94%,94%
4.50511E+11,NA,100%,100%,100%,100%,100%
4.50511E+11,100%,100%,100%,100%,100%,100%
4.50511E+11,NA,NA,NA,NA,100%,100%
4.50511E+11,94%,41%,65%,70%,80%,84%
4.50511E+11,92%,89%,97%,98%,99%,99%
4.50511E+11,100%,100%,100%,100%,100%,100%
4.50511E+11,NA,NA,31%,24%,23%,13%
4.50511E+11,NA,NA,NA,17%,21%,20%
4.50511E+11,99%,92%,93%,93%,93%,87%
4.50511E+11,100%,100%,100%,100%,100%,100%
4.50511E+11,100%,100%,100%,100%,100%,100%
4.50511E+11,100%,100%,100%,100%,100%,100%
4.50511E+11,NA,NA,NA,NA,100%,100%
4.50511E+11,NA,NA,NA,NA,NA,100%
4.5054E+11,NA,NA,100%,100%,100%,100%
4.5054E+11,100%,100%,100%,100%,100%,100%
4.5054E+11,100%,100%,100%,100%,100%,100%
4.5054E+11,100%,100%,100%,100%,100%,100%
4.5054E+11,NA,100%,100%,100%,100%,100%
4.5054E+11,NA,NA,NA,NA,100%,100%
4.5054E+11,100%,100%,100%,100%,100%,100%
4.5054E+11,100%,100%,100%,100%,100%,100%
4.5054E+11,100%,100%,100%,100%,100%,100%
4.5054E+11,97%,100%,100%,100%,100%,100%
4.8008E+11,93%,96%,99%,99%,99%,99%
4.8008E+11,NA,NA,13%,29%,40%,48%
4.8008E+11,16%,NA,25%,47%,63%,69%
4.8008E+11,NA,NA,NA,4%,31%,49%
4.8008E+11,NA,NA,NA,NA,1%,11%
4.8008E+11,NA,NA,NA,NA,NA,NA
4.8008E+11,NA,NA,NA,NA,NA,5%
4.8008E+11,NA,NA,NA,NA,NA,100%
4.8008E+11,NA,NA,NA,60%,67%,68%
4.8008E+11,NA,NA,NA,52%,84%,91%
4.8008E+11,NA,NA,NA,NA,NA,100%
4.8008E+11,NA,NA,26%,41%,48%,54%
4.8008E+11,NA,NA,NA,26%,52%,60%
4.8008E+11,81%,88%,98%,98%,98%,99%
4.8008E+11,NA,7%,83%,87%,87%,89%
4.8008E+11,99%,100%,100%,100%,100%,100%
4.8008E+11,43%,83%,97%,98%,97%,98%
4.80397E+11,NA,NA,NA,NA,NA,100%
4.80397E+11,100%,100%,100%,100%,100%,100%
4.80397E+11,92%,98%,99%,99%,99%,100%
4.80397E+11,NA,NA,NA,NA,100%,100%
4.80397E+11,NA,NA,NA,NA,NA,100%
4.80397E+11,NA,NA,100%,100%,100%,100%
4.80397E+11,100%,100%,100%,100%,100%,100%
4.80397E+11,NA,100%,99%,96%,95%,97%
4.80397E+11,NA,NA,100%,100%,100%,100%
4.80397E+11,NA,NA,100%,100%,100%,100%
4.80397E+11,100%,100%,100%,100%,100%,100%
4.80397E+11,NA,100%,100%,100%,100%,100%
4.80397E+11,NA,NA,NA,100%,100%,100%
4.80397E+11,NA,NA,NA,80%,70%,94%
4.80397E+11,NA,100%,100%,100%,100%,100%
4.80397E+11,NA,100%,100%,100%,100%,100%
4.80397E+11,NA,NA,NA,100%,100%,100%
4.80397E+11,NA,NA,NA,NA,32%,77%
4.80397E+11,NA,100%,100%,100%,100%,100%
4.80397E+11,100%,100%,100%,100%,100%,100%
4.80397E+11,100%,100%,83%,65%,82%,86%
4.80397E+11,NA,NA,NA,NA,15%,45%
4.80397E+11,NA,NA,NA,NA,100%,100%
4.80397E+11,NA,NA,NA,NA,NA,95%
4.80397E+11,NA,20%,13%,23%,33%,42%
4.80397E+11,NA,NA,NA,NA,NA,11%
4.80397E+11,NA,NA,NA,NA,NA,96%
4.80397E+11,NA,NA,NA,NA,NA,100%
4.80397E+11,NA,NA,NA,NA,NA,NA
4.80397E+11,NA,NA,NA,NA,NA,NA
4.80397E+11,NA,NA,NA,NA,NA,NA
4.80397E+11,NA,NA,NA,NA,NA,100%
4.80397E+11,NA,NA,NA,NA,NA,NA
4.80397E+11,NA,NA,NA,NA,NA,100%
4.80397E+11,NA,NA,NA,NA,NA,100%
4.80397E+11,NA,NA,NA,NA,NA,NA
4.80397E+11,NA,NA,NA,NA,NA,15%
4.80397E+11,100%,93%,97%,98%,99%,99%
4.80397E+11,NA,100%,100%,100%,100%,100%
4.80397E+11,NA,89%,99%,99%,99%,100%
4.80397E+11,NA,71%,98%,98%,98%,99%
4.80397E+11,NA,89%,98%,98%,98%,98%
4.80397E+11,NA,NA,NA,10%,14%,14%
4.80397E+11,NA,NA,1%,1%,1%,1%
4.80397E+11,NA,NA,23%,25%,25%,24%
4.80397E+11,NA,NA,NA,10%,26%,29%
4.80397E+11,NA,NA,NA,NA,NA,NA
4.80397E+11,NA,NA,51%,54%,50%,53%
4.80397E+11,NA,NA,19%,28%,23%,30%
4.80397E+11,NA,76%,97%,97%,97%,97%
4.80397E+11,NA,NA,29%,29%,21%,27%
4.80397E+11,NA,NA,NA,NA,NA,NA
4.80397E+11,NA,NA,25%,28%,28%,28%
4.80397E+11,NA,NA,NA,NA,NA,NA
4.80397E+11,100%,100%,100%,100%,100%,100%
4.80397E+11,NA,51%,97%,98%,99%,99%
4.80397E+11,100%,100%,100%,100%,100%,100%
4.80397E+11,NA,41%,84%,92%,95%,97%
4.80397E+11,NA,100%,100%,100%,100%,100%
4.8057E+11,NA,NA,16%,31%,43%,54%
4.8057E+11,NA,NA,30%,60%,64%,67%
4.8057E+11,NA,NA,NA,NA,NA,5%
4.8057E+11,100%,100%,100%,100%,100%,100%
4.8057E+11,96%,98%,99%,100%,99%,100%
4.8057E+11,NA,92%,97%,98%,99%,99%
4.8057E+11,100%,100%,100%,100%,99%,99%
4.8057E+11,95%,98%,99%,100%,99%,100%
4.8057E+11,100%,96%,97%,98%,100%,98%
4.8057E+11,98%,99%,100%,100%,100%,100%
4.8057E+11,99%,100%,100%,100%,100%,100%
4.8057E+11,NA,NA,12%,36%,55%,66%
4.8057E+11,NA,NA,30%,37%,39%,39%
4.8061E+11,100%,100%,100%,100%,100%,100%
4.8061E+11,100%,100%,100%,100%,100%,100%
4.8061E+11,100%,100%,100%,100%,100%,100%
4.8061E+11,NA,NA,100%,100%,100%,100%
4.8061E+11,NA,NA,NA,100%,100%,100%
4.8061E+11,NA,NA,100%,100%,100%,100%
4.8061E+11,NA,NA,100%,100%,100%,100%
4.8061E+11,100%,100%,100%,100%,100%,100%
4.8061E+11,NA,NA,NA,20%,27%,36%
4.8061E+11,NA,NA,NA,NA,12%,21%
4.8061E+11,NA,NA,NA,2%,37%,35%
4.8061E+11,NA,NA,NA,4%,51%,60%
4.8061E+11,NA,NA,NA,NA,NA,NA
4.8061E+11,96%,99%,99%,100%,100%,100%
4.8061E+11,NA,NA,NA,100%,100%,100%
4.8061E+11,NA,NA,NA,NA,100%,100%
4.8061E+11,100%,100%,99%,100%,100%,100%
4.8061E+11,NA,NA,NA,NA,100%,100%
4.80717E+11,NA,NA,NA,NA,100%,100%
4.80717E+11,NA,9%,NA,57%,63%,73%
4.80717E+11,100%,100%,98%,96%,95%,97%
4.80717E+11,100%,100%,100%,100%,100%,100%
4.80717E+11,NA,NA,33%,66%,59%,60%
4.80717E+11,NA,NA,3%,29%,46%,56%
4.80717E+11,100%,100%,100%,100%,100%,100%
4.80717E+11,NA,NA,NA,NA,NA,40%
4.80717E+11,100%,100%,100%,100%,100%,100%
4.80717E+11,NA,NA,100%,100%,100%,100%
4.80717E+11,NA,93%,98%,99%,100%,100%
4.80717E+11,NA,NA,NA,100%,100%,100%
4.80717E+11,NA,100%,100%,100%,100%,100%
4.80717E+11,NA,66%,91%,97%,98%,98%
4.80717E+11,NA,NA,NA,26%,38%,41%
4.81677E+11,NA,NA,NA,NA,49%,67%
4.81677E+11,NA,NA,NA,NA,NA,30%
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,4%,4%,3%
4.81677E+11,NA,NA,NA,NA,100%,100%
4.81677E+11,NA,5%,37%,16%,9%,6%
4.81677E+11,NA,NA,NA,NA,10%,12%
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,6%,43%,65%,67%
4.81677E+11,NA,100%,100%,88%,68%,61%
4.81677E+11,NA,NA,NA,20%,65%,79%
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,3%,15%,18%
4.81677E+11,NA,NA,NA,2%,2%,4%
4.81677E+11,NA,NA,NA,NA,NA,1%
4.81677E+11,NA,NA,NA,1%,13%,13%
4.81677E+11,NA,NA,NA,5%,8%,7%
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,NA,7%,15%
4.81677E+11,NA,NA,NA,20%,43%,45%
4.81677E+11,NA,NA,NA,41%,67%,85%
4.81677E+11,NA,NA,NA,7%,17%,18%
4.81677E+11,NA,NA,NA,45%,64%,65%
4.81677E+11,NA,NA,NA,42%,59%,64%
4.81677E+11,NA,NA,NA,43%,57%,57%
4.81677E+11,97%,58%,44%,81%,86%,91%
4.81677E+11,100%,84%,91%,97%,96%,97%
4.81677E+11,NA,NA,NA,76%,77%,73%
4.81677E+11,NA,NA,NA,20%,26%,27%
4.81677E+11,NA,NA,NA,36%,41%,36%
4.81677E+11,NA,NA,NA,69%,80%,79%
4.81677E+11,NA,NA,NA,NA,34%,44%
4.81677E+11,NA,NA,NA,8%,63%,76%
4.81677E+11,NA,NA,NA,39%,63%,73%
4.81677E+11,NA,NA,NA,42%,71%,75%
4.81677E+11,NA,NA,NA,100%,100%,100%
4.81677E+11,NA,NA,NA,59%,85%,88%
4.81677E+11,NA,NA,NA,100%,100%,100%
4.81677E+11,NA,NA,14%,63%,69%,70%
4.81677E+11,NA,NA,NA,39%,54%,47%
4.81677E+11,NA,NA,NA,NA,88%,93%
4.81677E+11,NA,NA,NA,NA,NA,6%
4.81677E+11,NA,NA,NA,NA,100%,100%
4.81677E+11,NA,NA,NA,22%,50%,43%
4.81677E+11,NA,NA,NA,NA,100%,100%
4.81677E+11,NA,NA,NA,NA,NA,100%
4.81677E+11,NA,NA,NA,100%,100%,100%
4.81677E+11,NA,NA,NA,100%,100%,100%
4.81677E+11,NA,NA,NA,8%,30%,22%
4.81677E+11,NA,NA,NA,NA,100%,100%
4.81677E+11,NA,NA,NA,NA,100%,100%
4.81677E+11,NA,NA,NA,100%,100%,100%
4.81677E+11,NA,NA,NA,62%,78%,84%
4.81677E+11,100%,100%,100%,100%,100%,100%
4.81677E+11,NA,NA,NA,32%,50%,57%
4.81677E+11,NA,NA,NA,NA,100%,100%
4.81677E+11,NA,NA,NA,22%,39%,44%
4.81677E+11,NA,NA,NA,NA,0%,0%
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,51%,58%,60%,62%
4.81677E+11,NA,NA,NA,9%,24%,34%
4.81677E+11,98%,97%,99%,100%,99%,99%
4.81677E+11,92%,97%,98%,98%,98%,98%
4.81677E+11,20%,9%,59%,72%,67%,73%
4.81677E+11,NA,NA,NA,29%,40%,39%
4.81677E+11,NA,NA,NA,4%,6%,8%
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,25%,42%,40%
4.81677E+11,NA,NA,NA,NA,100%,100%
4.81677E+11,NA,NA,NA,NA,27%,39%
4.81677E+11,NA,NA,45%,50%,68%,76%
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,13%,56%,63%
4.81677E+11,NA,NA,NA,NA,100%,100%
4.81677E+11,NA,NA,NA,NA,100%,99%
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,NA,NA,14%
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,NA,NA,100%
4.81677E+11,NA,NA,NA,31%,74%,81%
4.81677E+11,NA,NA,NA,100%,100%,100%
4.81677E+11,NA,NA,NA,72%,94%,96%
4.81677E+11,NA,NA,NA,NA,100%,100%
4.81677E+11,NA,NA,NA,NA,NA,100%
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,NA,100%,100%
4.81677E+11,NA,NA,NA,NA,100%,100%
4.81677E+11,NA,NA,NA,NA,NA,100%
4.81677E+11,NA,NA,NA,100%,100%,100%
4.81677E+11,NA,NA,NA,100%,100%,100%
4.81677E+11,NA,NA,NA,36%,61%,62%
4.81677E+11,NA,NA,NA,100%,100%,100%
4.81677E+11,NA,NA,NA,NA,NA,100%
4.81677E+11,NA,NA,77%,91%,100%,100%
4.81677E+11,NA,NA,23%,70%,83%,91%
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,NA,20%,22%
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,NA,7%,7%,7%
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,8%,35%,35%,35%
4.81677E+11,NA,NA,NA,NA,NA,NA
4.81677E+11,NA,NA,86%,90%,90%,90%
4.81677E+11,NA,NA,85%,90%,91%,91%
4.81677E+11,NA,NA,NA,16%,16%,15%
4.81677E+11,NA,NA,25%,47%,48%,46%
4.81677E+11,NA,NA,NA,3%,6%,6%
4.81677E+11,NA,NA,NA,1%,7%,9%
4.81677E+11,NA,NA,6%,30%,24%,28%
4.81677E+11,NA,NA,NA,6%,8%,8%
4.81677E+11,NA,NA,NA,9%,15%,18%
4.81677E+11,NA,NA,NA,43%,59%,65%
4.82012E+11,NA,NA,NA,NA,NA,17%
4.82012E+11,NA,NA,NA,NA,100%,100%
4.82012E+11,NA,NA,NA,NA,NA,NA
4.82012E+11,NA,NA,NA,NA,4%,22%
4.82012E+11,NA,NA,NA,NA,NA,NA
4.82012E+11,NA,NA,NA,NA,9%,23%
4.82013E+11,NA,NA,NA,55%,79%,86%
4.82013E+11,NA,100%,100%,100%,100%,100%
4.82013E+11,NA,41%,74%,87%,92%,95%
4.82013E+11,NA,NA,NA,NA,3%,16%
4.82013E+11,NA,NA,NA,6%,17%,25%
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,9%
4.82013E+11,NA,NA,NA,4%,50%,65%
4.82013E+11,NA,NA,NA,40%,55%,71%
4.82013E+11,NA,69%,89%,94%,95%,96%
4.82013E+11,NA,NA,NA,NA,NA,4%
4.82013E+11,NA,NA,NA,13%,31%,41%
4.82013E+11,NA,NA,NA,NA,NA,64%
4.82013E+11,NA,NA,NA,NA,30%,50%
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,1%,5%
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,28%
4.82013E+11,NA,NA,NA,NA,100%,100%
4.82013E+11,NA,NA,NA,NA,4%,25%
4.82013E+11,NA,NA,NA,NA,NA,1%
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,30%,50%
4.82013E+11,NA,NA,NA,100%,100%,100%
4.82013E+11,NA,90%,91%,92%,93%,94%
4.82013E+11,NA,NA,NA,NA,12%,40%
4.82013E+11,NA,10%,55%,76%,84%,86%
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,100%,100%
4.82013E+11,NA,NA,NA,NA,100%,100%
4.82013E+11,NA,NA,NA,NA,7%,29%
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,1%
4.82013E+11,NA,NA,NA,NA,47%,54%
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,9%,24%
4.82013E+11,NA,NA,NA,NA,5%,16%
4.82013E+11,NA,NA,NA,NA,NA,19%
4.82013E+11,NA,NA,NA,NA,2%,5%
4.82013E+11,NA,NA,NA,NA,NA,17%
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,26%
4.82013E+11,NA,NA,NA,NA,26%,41%
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,0%
4.82013E+11,NA,NA,NA,NA,14%,27%
