Census Block,25 cm,50 cm,75 cm,100 cm,125 cm,150 cm
1.3051E+11,NA,NA,NA,NA,100%,100%
1.3051E+11,NA,NA,NA,2%,61%,74%
1.3051E+11,NA,NA,12%,44%,69%,80%
1.3051E+11,NA,35%,47%,69%,84%,88%
1.3051E+11,NA,NA,NA,28%,64%,73%
1.3051E+11,53%,77%,78%,86%,89%,89%
1.3051E+11,NA,NA,NA,NA,NA,100%
1.3051E+11,NA,NA,NA,5%,5%,4%
1.3051E+11,NA,NA,NA,24%,70%,76%
1.3051E+11,NA,NA,NA,25%,73%,75%
1.3051E+11,NA,NA,NA,13%,42%,47%
1.3051E+11,NA,NA,NA,NA,NA,NA
1.3051E+11,NA,NA,NA,NA,73%,67%
1.3051E+11,NA,7%,77%,86%,96%,97%
1.3051E+11,NA,NA,NA,19%,62%,59%
1.3051E+11,NA,NA,NA,37%,67%,74%
1.3051E+11,NA,NA,NA,51%,77%,77%
1.3051E+11,NA,NA,NA,38%,69%,69%
1.3051E+11,NA,NA,100%,100%,99%,100%
1.3051E+11,100%,100%,100%,100%,100%,100%
1.3051E+11,NA,NA,14%,55%,79%,85%
1.3051E+11,NA,NA,NA,100%,100%,100%
1.3051E+11,NA,NA,NA,17%,29%,23%
1.3051E+11,NA,NA,4%,45%,66%,68%
1.3051E+11,NA,NA,NA,11%,28%,30%
1.3051E+11,NA,NA,NA,40%,63%,59%
1.3051E+11,NA,NA,NA,42%,67%,72%
1.3051E+11,NA,NA,NA,NA,NA,NA
1.3051E+11,NA,NA,NA,20%,41%,47%
1.3051E+11,NA,53%,69%,83%,89%,92%
1.3051E+11,NA,NA,NA,23%,64%,71%
1.3051E+11,NA,NA,NA,36%,50%,50%
1.3051E+11,NA,NA,NA,20%,34%,31%
1.3051E+11,NA,NA,7%,34%,31%,30%
1.3051E+11,NA,NA,51%,49%,33%,32%
1.3051E+11,NA,NA,NA,16%,32%,35%
1.3051E+11,NA,NA,NA,NA,NA,4%
1.3051E+11,NA,NA,NA,NA,NA,NA
1.3051E+11,NA,NA,NA,26%,33%,26%
1.3051E+11,NA,NA,NA,36%,67%,64%
1.3051E+11,NA,NA,NA,59%,92%,91%
1.3051E+11,NA,NA,NA,62%,75%,70%
1.3051E+11,NA,NA,NA,37%,76%,82%
1.3051E+11,NA,NA,NA,NA,69%,74%
1.3051E+11,NA,NA,NA,39%,57%,57%
1.3051E+11,NA,NA,NA,NA,29%,28%
1.3051E+11,NA,NA,NA,NA,35%,35%
1.3051E+11,NA,NA,NA,NA,29%,32%
1.3051E+11,NA,NA,NA,39%,82%,82%
1.3051E+11,NA,NA,NA,45%,62%,61%
1.3051E+11,NA,NA,NA,NA,NA,0%
1.3051E+11,NA,NA,NA,NA,15%,14%
1.3051E+11,NA,NA,NA,NA,NA,NA
1.3051E+11,NA,NA,NA,29%,66%,67%
1.3051E+11,NA,NA,NA,NA,73%,77%
1.3051E+11,NA,NA,NA,100%,92%,90%
1.3051E+11,NA,NA,NA,33%,68%,69%
1.3051E+11,NA,NA,24%,44%,68%,66%
1.3051E+11,62%,99%,99%,99%,99%,99%
1.3051E+11,NA,NA,NA,22%,42%,47%
1.3051E+11,NA,NA,NA,37%,55%,59%
1.3051E+11,NA,NA,NA,100%,100%,100%
1.3051E+11,NA,NA,NA,NA,84%,84%
1.3051E+11,NA,NA,NA,NA,61%,67%
1.3051E+11,NA,NA,NA,NA,100%,100%
1.3051E+11,NA,NA,NA,100%,100%,100%
1.3051E+11,NA,NA,NA,100%,100%,100%
1.3051E+11,100%,100%,100%,100%,100%,100%
1.3051E+11,NA,NA,NA,14%,5%,5%
1.3051E+11,NA,NA,NA,68%,29%,22%
1.3051E+11,NA,NA,100%,100%,100%,100%
1.3052E+11,NA,NA,1%,47%,74%,70%
1.3103E+11,NA,NA,NA,NA,100%,100%
1.3103E+11,NA,NA,NA,NA,100%,100%
1.3103E+11,100%,100%,100%,100%,100%,100%
1.3127E+11,NA,NA,NA,NA,NA,NA
1.3127E+11,NA,NA,NA,NA,NA,NA
1.3127E+11,NA,NA,NA,90%,82%,83%
1.3127E+11,NA,NA,NA,NA,NA,NA
1.3127E+11,NA,NA,NA,NA,76%,78%
1.3127E+11,NA,NA,NA,22%,45%,48%
1.3127E+11,NA,NA,NA,41%,90%,93%
1.3127E+11,NA,NA,NA,10%,49%,58%
1.3127E+11,97%,98%,98%,98%,98%,99%
1.3127E+11,NA,NA,NA,NA,3%,16%
1.3127E+11,NA,NA,NA,15%,36%,44%
1.3127E+11,NA,NA,NA,9%,80%,82%
1.3127E+11,NA,NA,24%,57%,75%,82%
1.3127E+11,100%,100%,100%,100%,100%,100%
1.3127E+11,NA,1%,38%,58%,75%,82%
1.3127E+11,NA,NA,NA,7%,22%,26%
1.3127E+11,NA,NA,NA,34%,58%,65%
1.3127E+11,100%,100%,100%,100%,100%,100%
1.3127E+11,NA,NA,NA,NA,NA,100%
1.3127E+11,NA,NA,NA,100%,100%,100%
1.3127E+11,NA,NA,NA,NA,100%,49%
1.3127E+11,NA,60%,78%,91%,91%,91%
1.3127E+11,NA,NA,61%,79%,78%,80%
1.3127E+11,NA,NA,80%,50%,38%,43%
1.3127E+11,NA,NA,NA,NA,13%,11%
1.3127E+11,NA,NA,NA,33%,50%,56%
1.3127E+11,NA,NA,NA,NA,100%,77%
1.3127E+11,NA,NA,4%,21%,43%,36%
1.3127E+11,100%,100%,100%,100%,100%,100%
1.3127E+11,NA,NA,NA,100%,100%,100%
1.3127E+11,NA,NA,5%,35%,65%,76%
1.3127E+11,NA,NA,NA,40%,62%,70%
1.3127E+11,NA,NA,NA,NA,100%,100%
1.3127E+11,100%,100%,100%,100%,100%,100%
1.3127E+11,NA,NA,NA,33%,36%,32%
1.3127E+11,NA,NA,NA,100%,100%,100%
1.3127E+11,99%,98%,98%,99%,98%,98%
1.3127E+11,NA,NA,NA,41%,78%,77%
1.3127E+11,NA,NA,NA,NA,13%,15%
1.3127E+11,NA,NA,NA,28%,84%,92%
1.3127E+11,NA,NA,NA,48%,85%,84%
1.3127E+11,NA,NA,NA,17%,55%,54%
1.3127E+11,NA,NA,NA,97%,88%,90%
1.3127E+11,NA,NA,NA,100%,100%,100%
1.3127E+11,NA,NA,NA,26%,62%,68%
1.3127E+11,NA,71%,83%,87%,92%,93%
1.3127E+11,100%,100%,100%,100%,100%,100%
1.3127E+11,91%,95%,97%,98%,99%,99%
1.3127E+11,100%,100%,100%,100%,100%,100%
1.3179E+11,NA,NA,NA,NA,NA,100%
1.3179E+11,NA,NA,NA,NA,100%,100%
1.3179E+11,NA,NA,NA,NA,31%,42%
1.3179E+11,100%,100%,100%,100%,100%,100%
1.3179E+11,NA,NA,NA,34%,82%,87%
1.3179E+11,NA,NA,NA,NA,100%,100%
1.3179E+11,NA,NA,NA,100%,100%,100%
1.3179E+11,NA,NA,NA,NA,100%,100%
1.3179E+11,100%,100%,100%,100%,100%,100%
1.31911E+11,100%,100%,100%,100%,100%,100%
1.31911E+11,NA,NA,NA,18%,58%,69%
1.31911E+11,100%,100%,100%,100%,100%,100%
1.31911E+11,NA,NA,NA,54%,92%,95%
1.31911E+11,100%,100%,100%,100%,100%,100%
1.31911E+11,100%,100%,100%,100%,100%,100%
1.31911E+11,100%,100%,100%,100%,99%,99%
1.31911E+11,NA,NA,32%,55%,62%,51%
2.2005E+11,NA,NA,NA,NA,43%,59%
2.2005E+11,NA,NA,NA,4%,31%,50%
2.2005E+11,NA,NA,NA,NA,100%,100%
2.2005E+11,NA,NA,NA,NA,29%,47%
2.2005E+11,NA,99%,99%,100%,100%,100%
2.2005E+11,NA,NA,NA,2%,39%,50%
2.2005E+11,NA,NA,NA,NA,11%,23%
2.2005E+11,NA,NA,NA,NA,NA,100%
2.2005E+11,NA,NA,NA,NA,41%,82%
2.2005E+11,NA,NA,NA,NA,42%,63%
2.2005E+11,NA,NA,NA,NA,100%,77%
2.2005E+11,NA,95%,98%,99%,99%,99%
2.2005E+11,NA,NA,NA,NA,25%,78%
2.2005E+11,NA,NA,15%,28%,46%,54%
2.2005E+11,NA,NA,NA,NA,53%,82%
2.2005E+11,NA,NA,NA,NA,88%,85%
2.2005E+11,NA,NA,NA,NA,79%,92%
2.2005E+11,NA,NA,NA,NA,47%,69%
2.2005E+11,NA,NA,NA,NA,54%,67%
2.2005E+11,NA,NA,NA,NA,56%,80%
2.2005E+11,NA,NA,NA,NA,7%,48%
2.2005E+11,NA,NA,NA,NA,66%,75%
2.2005E+11,NA,99%,99%,100%,100%,100%
2.2005E+11,NA,NA,NA,NA,22%,23%
2.2005E+11,NA,NA,NA,NA,25%,34%
2.2005E+11,NA,12%,78%,90%,92%,95%
2.2005E+11,NA,95%,98%,98%,99%,98%
2.2005E+11,100%,100%,100%,100%,100%,100%
2.2005E+11,NA,NA,NA,NA,2%,8%
2.2005E+11,NA,NA,100%,100%,100%,100%
2.2005E+11,NA,NA,15%,97%,100%,99%
2.2005E+11,NA,NA,NA,NA,82%,92%
2.2005E+11,NA,NA,NA,NA,NA,NA
2.20071E+11,NA,92%,96%,99%,99%,100%
2.20071E+11,100%,100%,100%,100%,100%,100%
2.20071E+11,100%,100%,100%,100%,100%,100%
2.20071E+11,100%,100%,100%,100%,100%,100%
2.20071E+11,100%,100%,100%,100%,100%,100%
2.20071E+11,100%,100%,100%,100%,100%,100%
2.20071E+11,100%,100%,100%,100%,100%,100%
2.20071E+11,44%,96%,98%,99%,99%,99%
2.20071E+11,NA,NA,NA,NA,NA,100%
2.20071E+11,100%,100%,100%,100%,100%,100%
2.20071E+11,61%,99%,100%,100%,100%,100%
2.20071E+11,59%,99%,99%,100%,100%,100%
2.20071E+11,NA,NA,NA,NA,72%,78%
2.20071E+11,100%,100%,100%,100%,100%,100%
2.20071E+11,100%,100%,100%,100%,100%,100%
2.2019E+11,NA,NA,NA,NA,NA,100%
2.2019E+11,NA,NA,NA,NA,NA,50%
2.2019E+11,NA,33%,61%,59%,60%,61%
2.2019E+11,NA,NA,36%,73%,74%,77%
2.2019E+11,NA,NA,15%,63%,64%,68%
2.2019E+11,NA,NA,22%,48%,41%,39%
2.2019E+11,NA,NA,NA,NA,NA,100%
2.2019E+11,NA,NA,NA,NA,NA,100%
2.2019E+11,NA,NA,NA,100%,100%,95%
2.2019E+11,NA,NA,NA,NA,19%,31%
2.2019E+11,NA,NA,NA,17%,26%,32%
2.2019E+11,NA,NA,100%,100%,100%,100%
2.2019E+11,95%,98%,98%,99%,99%,98%
2.2019E+11,NA,14%,23%,32%,52%,44%
2.2019E+11,NA,NA,NA,NA,66%,66%
2.2019E+11,NA,NA,22%,47%,77%,86%
2.2019E+11,NA,NA,NA,100%,100%,100%
2.2019E+11,NA,NA,NA,NA,NA,98%
2.2019E+11,55%,31%,79%,89%,93%,96%
2.2019E+11,NA,NA,NA,NA,NA,100%
2.2019E+11,NA,NA,NA,100%,100%,100%
2.2019E+11,96%,94%,99%,100%,100%,100%
2.2019E+11,97%,98%,98%,99%,99%,99%
2.2019E+11,NA,44%,61%,73%,76%,82%
2.2019E+11,NA,NA,NA,NA,NA,100%
2.2019E+11,NA,NA,NA,NA,100%,100%
2.2019E+11,NA,NA,NA,100%,100%,100%
2.2019E+11,NA,NA,NA,NA,NA,NA
2.2019E+11,NA,NA,NA,23%,82%,78%
2.2019E+11,NA,NA,76%,74%,71%,72%
2.2019E+11,NA,NA,NA,NA,NA,100%
2.2019E+11,89%,96%,97%,98%,98%,98%
2.2019E+11,NA,100%,100%,100%,100%,100%
2.2019E+11,94%,96%,98%,99%,99%,99%
2.2019E+11,91%,95%,97%,97%,98%,98%
2.2019E+11,NA,NA,100%,98%,93%,94%
2.2019E+11,NA,NA,100%,95%,75%,75%
2.2019E+11,NA,NA,72%,95%,75%,75%
2.2019E+11,NA,NA,NA,NA,8%,35%
2.2019E+11,NA,NA,100%,100%,100%,100%
2.2019E+11,59%,84%,93%,97%,94%,95%
2.2019E+11,NA,NA,NA,NA,100%,100%
2.2019E+11,NA,NA,NA,100%,99%,97%
2.2019E+11,NA,NA,41%,55%,61%,66%
2.2019E+11,NA,NA,NA,100%,100%,100%
2.2019E+11,NA,NA,100%,100%,100%,100%
2.2019E+11,NA,NA,100%,99%,96%,96%
2.2019E+11,NA,NA,NA,100%,100%,100%
2.2019E+11,NA,NA,100%,100%,100%,100%
2.2019E+11,NA,NA,NA,NA,NA,NA
2.2019E+11,NA,NA,NA,NA,NA,100%
2.2019E+11,NA,NA,NA,100%,NA,96%
2.2019E+11,NA,NA,NA,NA,NA,100%
2.2019E+11,96%,97%,98%,99%,99%,99%
2.2019E+11,NA,NA,NA,NA,100%,100%
2.2019E+11,NA,100%,100%,100%,100%,100%
2.2019E+11,78%,93%,97%,98%,99%,99%
2.2019E+11,NA,83%,89%,93%,96%,98%
2.2019E+11,NA,NA,NA,NA,NA,100%
2.2019E+11,100%,100%,100%,100%,100%,100%
2.2019E+11,89%,97%,98%,99%,98%,99%
2.202E+11,NA,NA,NA,100%,100%,100%
2.2024E+11,100%,100%,100%,100%,100%,100%
2.2024E+11,99%,99%,99%,99%,99%,99%
2.2024E+11,100%,100%,100%,100%,100%,100%
2.2024E+11,100%,100%,100%,100%,100%,100%
2.2024E+11,100%,100%,100%,100%,99%,99%
2.2024E+11,100%,100%,100%,100%,100%,100%
2.2024E+11,95%,97%,98%,98%,98%,98%
2.2024E+11,100%,100%,100%,100%,100%,100%
2.2045E+11,NA,99%,99%,99%,99%,99%
2.2045E+11,NA,100%,100%,97%,96%,98%
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,100%,95%,99%,99%,99%,99%
2.2045E+11,100%,100%,100%,100%,100%,100%
2.2045E+11,100%,99%,100%,100%,100%,100%
2.2045E+11,NA,NA,NA,NA,NA,7%
2.2045E+11,NA,NA,NA,15%,76%,84%
2.2045E+11,NA,NA,100%,100%,99%,99%
2.2045E+11,NA,97%,99%,99%,99%,99%
2.2045E+11,NA,97%,99%,99%,99%,99%
2.2045E+11,NA,99%,100%,100%,100%,100%
2.2045E+11,NA,93%,98%,99%,99%,99%
2.2045E+11,NA,99%,99%,100%,100%,100%
2.2045E+11,NA,NA,NA,NA,33%,69%
2.2045E+11,NA,89%,96%,98%,99%,99%
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,6%,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,100%,100%,99%,96%,94%,92%
2.2045E+11,NA,98%,99%,99%,99%,99%
2.2045E+11,NA,75%,86%,91%,93%,94%
2.2045E+11,100%,100%,99%,99%,98%,98%
2.2045E+11,NA,NA,NA,NA,NA,NA
2.2045E+11,NA,99%,99%,99%,99%,99%
2.2048E+11,NA,100%,100%,100%,100%,100%
2.2048E+11,100%,100%,100%,100%,100%,100%
2.2048E+11,NA,100%,100%,100%,100%,100%
2.2048E+11,NA,NA,NA,NA,NA,100%
2.2048E+11,NA,61%,93%,97%,99%,99%
2.2048E+11,NA,100%,100%,100%,100%,100%
2.2048E+11,NA,100%,100%,100%,100%,100%
2.2048E+11,NA,98%,99%,100%,100%,100%
2.2048E+11,NA,NA,100%,100%,100%,100%
2.2048E+11,NA,NA,85%,99%,99%,100%
2.2048E+11,NA,NA,NA,NA,NA,100%
2.2048E+11,NA,100%,100%,100%,100%,100%
2.2048E+11,NA,NA,NA,NA,100%,100%
2.2048E+11,NA,NA,NA,NA,100%,100%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,14%,17%,17%,17%,17%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,92%,88%,86%,86%,72%,82%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,42%,37%,37%,30%,34%
2.2051E+11,NA,23%,17%,17%,NA,6%
2.2051E+11,NA,80%,75%,75%,100%,83%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,24%,65%,50%
2.2051E+11,NA,NA,NA,17%,49%,46%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,9%,2%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,100%,100%,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,2%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,39%,54%,57%,57%,57%,57%
2.2051E+11,NA,4%,14%,14%,18%,15%
2.2051E+11,NA,NA,NA,NA,8%,13%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,26%,58%,72%,75%,76%
2.2051E+11,45%,68%,67%,67%,63%,65%
2.2051E+11,NA,44%,37%,39%,34%,38%
2.2051E+11,9%,76%,78%,78%,72%,74%
2.2051E+11,NA,36%,37%,36%,39%,37%
2.2051E+11,NA,100%,100%,100%,100%,100%
2.2051E+11,NA,NA,11%,19%,22%,21%
2.2051E+11,NA,36%,39%,39%,25%,31%
2.2051E+11,NA,NA,21%,27%,32%,30%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,32%,33%,29%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,3%,51%,51%,27%,43%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,NA,7%,15%,18%,13%,20%
2.2051E+11,95%,96%,97%,97%,97%,97%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,NA,NA,NA,NA,50%,33%
2.2051E+11,NA,22%,28%,28%,36%,28%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,14%,15%,15%,15%,15%
2.2051E+11,NA,27%,45%,45%,44%,42%
2.2051E+11,NA,31%,44%,44%,45%,45%
2.2051E+11,NA,71%,79%,79%,84%,83%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,NA,2%,24%,24%,39%,32%
2.2051E+11,NA,35%,40%,40%,44%,39%
2.2051E+11,1%,10%,10%,10%,10%,10%
2.2051E+11,2%,35%,35%,35%,35%,35%
2.2051E+11,NA,NA,9%,9%,33%,35%
2.2051E+11,NA,1%,36%,36%,37%,35%
2.2051E+11,NA,26%,34%,34%,47%,43%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,NA,NA,NA,NA,NA,NA
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,NA,39%,41%,41%,43%,42%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,NA,NA,27%,53%,60%,60%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,100%,100%,100%,100%,100%,100%
2.2051E+11,97%,98%,99%,99%,99%,99%
2.2051E+11,100%,99%,99%,100%,99%,100%
2.2052E+11,100%,100%,100%,100%,100%,100%
2.2053E+11,NA,NA,NA,NA,NA,100%
2.2053E+11,95%,97%,98%,99%,99%,99%
2.2053E+11,NA,NA,NA,NA,NA,100%
2.2053E+11,98%,99%,99%,99%,99%,99%
2.2053E+11,NA,100%,100%,100%,100%,100%
2.2053E+11,NA,35%,88%,98%,99%,99%
2.2053E+11,NA,NA,NA,NA,NA,100%
2.2053E+11,95%,98%,99%,99%,99%,100%
2.2053E+11,NA,NA,41%,59%,71%,81%
2.2053E+11,NA,66%,80%,88%,91%,93%
2.2053E+11,NA,NA,100%,100%,100%,100%
2.2053E+11,99%,99%,99%,100%,100%,100%
2.2053E+11,100%,100%,100%,100%,100%,100%
