,Hours lost (hours / person / year),,,,,
Tract ID,25 cm,50 cm,75 cm,100 cm,125 cm,150 cm
34023007402,26,113,234,323,440,516
34023007500,0,0,0,0,0,0
34023007600,0,0,0,0,0,0
34023007702,19,83,171,237,323,379
34023007703,33,143,296,410,559,655
34023007801,35,149,309,427,582,681
34023007804,22,97,200,277,378,442
34023007806,28,121,251,347,474,555
34023007907,36,153,318,439,599,702
34023007908,24,104,216,299,408,478
34023007910,35,153,317,438,598,700
34023008001,16,71,147,204,278,325
34023008101,26,111,229,317,432,506
34023008800,0,0,0,0,0,0
34023008900,28,119,247,341,465,545
34023009000,0,0,0,0,0,0
34023009100,0,0,0,0,0,0
34023009200,23,101,210,290,395,463
34023009300,0,0,0,0,0,0
34025800100,0,0,0,0,0,0
34025800200,22,92,192,270,374,431
34025800400,27,112,233,328,454,524
34025800500,22,90,188,265,366,422
34025800601,18,76,159,224,310,357
34025800602,29,120,249,352,487,561
34025800702,26,106,221,311,431,497
34025800900,17,70,146,206,286,329
34025801300,0,0,0,0,0,0
34025801400,0,0,0,0,0,0
34025801500,0,0,0,0,0,0
34025801600,17,71,148,209,289,333
34025801700,23,93,194,274,379,437
34025801800,17,71,148,209,289,333
34025801900,29,121,251,355,491,566
34025802000,25,104,216,305,422,487
34025802100,15,63,132,186,257,297
34025802200,25,105,218,308,426,491
34025802500,32,131,273,385,532,613
34025802700,24,97,203,286,396,457
34025803400,0,0,0,0,0,0
34025803700,0,0,0,0,0,0
34025803800,0,0,0,0,0,0
34025803900,0,0,0,0,0,0
34025804100,0,0,0,0,0,0
34025804200,0,0,0,0,0,0
34025804600,0,0,0,0,0,0
34025805300,0,0,0,0,0,0
34025805400,0,0,0,0,0,0
34025805500,0,0,0,0,0,0
34025805800,0,0,0,0,0,0
34025806000,0,0,0,0,0,0
34025806100,0,0,0,0,0,0
34025806202,0,0,0,0,0,0
34025806300,0,0,0,0,0,0
34025806600,0,0,0,0,0,0
34025807003,0,0,0,0,0,0
34025807004,0,0,0,0,0,0
34025807100,0,0,0,0,0,0
34025807400,0,0,0,0,0,0
34025808001,0,0,0,0,0,0
34025808002,0,0,0,0,0,0
34025808100,0,0,0,0,0,0
34025808200,0,0,0,0,0,0
34025808300,0,0,0,0,0,0
34025808401,0,0,0,0,0,0
34025808402,0,0,0,0,0,0
34025808500,0,0,0,0,0,0
34025808600,0,0,0,0,0,0
34025808702,0,0,0,0,0,0
34025808800,0,0,0,0,0,0
34025808900,0,0,0,0,0,0
34025809000,0,0,0,0,0,0
34025809100,0,0,0,0,0,0
34025809200,0,0,0,0,0,0
34025809301,0,0,0,0,0,0
34025809302,0,0,0,0,0,0
34025809400,0,0,0,0,0,0
34025809902,0,0,0,0,0,0
34025812100,68,283,590,832,1151,1327
34025812200,0,0,0,0,0,0
34025812300,0,0,0,0,0,0
34025812400,0,0,0,0,0,0
34029710100,0,0,0,0,0,0
34029711100,0,0,0,0,0,0
34029711200,0,0,0,0,0,0
34029711300,0,0,0,0,0,0
34029711400,0,0,0,0,0,0
34029712000,0,0,0,0,0,0
34029713000,0,0,0,0,0,0
34029713100,0,0,0,0,0,0
34029713201,0,0,0,0,0,0
34029713203,0,0,0,0,0,0
34029713401,0,0,0,0,0,0
34029713402,0,0,0,0,0,0
34029713500,0,0,0,0,0,0
34029713600,0,0,0,0,0,0
34029713700,0,0,0,0,0,0
34029713800,0,0,0,0,0,0
34029713900,0,0,0,0,0,0
34029714000,0,0,0,0,0,0
34029714100,0,0,0,0,0,0
34029714200,0,0,0,0,0,0
34029714300,0,0,0,0,0,0
34029714400,0,0,0,0,0,0
34029715000,0,0,0,0,0,0
34029722200,0,0,0,0,0,0
34029722300,0,0,0,0,0,0
34029722401,0,0,0,0,0,0
34029722402,0,0,0,0,0,0
34029722500,0,0,0,0,0,0
34029722600,0,0,0,0,0,0
34029722701,0,0,0,0,0,0
34029723000,0,0,0,0,0,0
34029723100,0,0,0,0,0,0
34029723300,0,0,0,0,0,0
34029723400,0,0,0,0,0,0
34029723500,0,0,0,0,0,0
34029723600,0,0,0,0,0,0
34029724000,0,0,0,0,0,0
34029725100,0,0,0,0,0,0
34029726000,0,0,0,0,0,0
34029727001,0,0,0,0,0,0
34029727002,0,0,0,0,0,0
34029728000,0,0,0,0,0,0
34029729000,0,0,0,0,0,0
34029730000,0,0,0,0,0,0
34029731001,0,0,0,0,0,0
34029731002,0,0,0,0,0,0
34029731101,0,0,0,0,0,0
34029731102,0,0,0,0,0,0
34029731103,0,0,0,0,0,0
34029731205,0,0,0,0,0,0
34029732001,0,0,0,0,0,0
34029732002,0,0,0,0,0,0
34029732101,0,0,0,0,0,0
34029732103,0,0,0,0,0,0
34029732104,0,0,0,0,0,0
34029733000,0,0,0,0,0,0
34029734002,0,0,0,0,0,0
34029734003,0,0,0,0,0,0
34029735103,0,0,0,0,0,0
34029735104,0,0,0,0,0,0
34029736001,0,0,0,0,0,0
34029736002,0,0,0,0,0,0
34029736101,0,0,0,0,0,0
34029736102,0,0,0,0,0,0
34029736105,0,0,0,0,0,0
34029737000,0,0,0,0,0,0
34029738001,0,0,0,0,0,0
34029738002,0,0,0,0,0,0
34029738100,0,0,0,0,0,0
34029739000,0,0,0,0,0,0
34029980000,0,0,0,0,0,0
34029980100,0,0,0,0,0,0
34033020100,0,0,0,0,0,0
34033020200,0,0,0,0,0,0
34033020300,0,0,0,0,0,0
34033020400,0,0,0,0,0,0
34033020500,0,0,0,0,0,0
34033020600,0,0,0,0,0,0
34033020700,0,0,0,0,0,0
34033021102,0,0,0,0,0,0
34033021201,0,0,0,0,0,0
34033021202,0,0,0,0,0,0
34033021300,0,0,0,0,0,0
34033021400,0,0,0,0,0,0
34033021500,0,0,0,0,0,0
34033021600,0,0,0,0,0,0
34033021700,0,0,0,0,0,0
34033021900,0,0,0,0,0,0
34033022000,0,0,0,0,0,0
34033022100,0,0,0,0,0,0
34033022201,0,0,0,0,0,0
34033022202,0,0,0,0,0,0
34035053102,0,0,0,0,0,0
34035053105,0,0,0,0,0,0
34039030500,0,0,0,0,0,0
34039030600,0,0,0,0,0,0
34039030702,0,0,0,0,0,0
34039030802,0,0,0,0,0,0
34039030900,0,0,0,0,0,0
34039031100,0,0,0,0,0,0
34039031300,0,0,0,0,0,0
34039031802,0,0,0,0,0,0
34039035300,0,0,0,0,0,0
34039035400,0,0,0,0,0,0
34039035500,0,0,0,0,0,0
34039035600,0,0,0,0,0,0
34039035700,0,0,0,0,0,0
34039035800,0,0,0,0,0,0
34039035900,0,0,0,0,0,0
34039036000,0,0,0,0,0,0
34039039800,0,0,0,0,0,0
36001000100,0,0,0,0,0,0
36001001100,0,0,0,0,0,0
36001002500,0,0,0,0,0,0
36001002600,0,0,0,0,0,0
36001012700,0,0,0,0,0,0
36001012800,0,0,0,0,0,0
36001013100,0,0,0,0,0,0
36001013200,0,0,0,0,0,0
36001013400,0,0,0,0,0,0
36001013602,0,0,0,0,0,0
36001014301,0,0,0,0,0,0
36001014401,0,0,0,0,0,0
36005000200,0,0,0,0,0,0
36005000400,0,0,0,0,0,0
36005001600,0,0,0,0,0,0
36005001900,0,0,0,0,0,0
36005002400,0,0,0,0,0,0
36005002800,0,0,0,0,0,0
36005005100,0,0,0,0,0,0
36005005200,0,0,0,0,0,0
36005005300,0,0,0,0,0,0
36005006000,0,0,0,0,0,0
36005006300,0,0,0,0,0,0
36005007400,0,0,0,0,0,0
36005009000,0,0,0,0,0,0
36005009300,0,0,0,0,0,0
36005009600,0,0,0,0,0,0
36005011000,0,0,0,0,0,0
36005011700,0,0,0,0,0,0
36005011800,0,0,0,0,0,0
36005012300,0,0,0,0,0,0
36005013200,0,0,0,0,0,0
36005013800,0,0,0,0,0,0
36005015700,0,0,0,0,0,0
36005016000,0,0,0,0,0,0
36005019300,0,0,0,0,0,0
36005019400,0,0,0,0,0,0
36005020100,0,0,0,0,0,0
36005024700,0,0,0,0,0,0
36005025700,0,0,0,0,0,0
36005026900,0,0,0,0,0,0
36005027401,0,0,0,0,0,0
36005027402,0,0,0,0,0,0
36005027600,0,0,0,0,0,0
36005028400,0,0,0,0,0,0
36005029301,0,0,0,0,0,0
36005029600,0,0,0,0,0,0
36005030200,0,0,0,0,0,0
36005030900,0,0,0,0,0,0
36005031000,0,0,0,0,0,0
36005031900,0,0,0,0,0,0
36005035600,0,0,0,0,0,0
36005045600,0,0,0,0,0,0
36005046201,0,0,0,0,0,0
36005050400,0,0,0,0,0,0
36005051600,0,0,0,0,0,0
36021000500,0,0,0,0,0,0
36021000600,0,0,0,0,0,0
36021001100,0,0,0,0,0,0
36021001200,0,0,0,0,0,0
36021001300,0,0,0,0,0,0
36021001400,0,0,0,0,0,0
36021001900,0,0,0,0,0,0
36021002000,0,0,0,0,0,0
36027060100,0,0,0,0,0,0
36027060202,0,0,0,0,0,0
36027070101,0,0,0,0,0,0
36027070201,0,0,0,0,0,0
36027070401,0,0,0,0,0,0
36027140101,0,0,0,0,0,0
36027140500,0,0,0,0,0,0
36027140602,0,0,0,0,0,0
36027140801,0,0,0,0,0,0
36027150003,0,0,0,0,0,0
36027160003,0,0,0,0,0,0
36027190301,0,0,0,0,0,0
36027210201,0,0,0,0,0,0
36027220100,0,0,0,0,0,0
36027220700,0,0,0,0,0,0
36027300000,0,0,0,0,0,0
36039080100,0,0,0,0,0,0
36039080600,0,0,0,0,0,0
36039080700,0,0,0,0,0,0
36039080900,0,0,0,0,0,0
36039081000,0,0,0,0,0,0
36039081102,0,0,0,0,0,0
36047000301,0,0,0,0,0,0
36047000700,0,0,0,0,0,0
36047001800,0,0,0,0,0,0
36047002100,0,0,0,0,0,0
36047003400,0,0,0,0,0,0
36047004400,0,0,0,0,0,0
36047004600,0,0,0,0,0,0
36047004700,0,0,0,0,0,0
36047005000,0,0,0,0,0,0
36047005100,0,0,0,0,0,0
36047005300,0,0,0,0,0,0
36047005400,0,0,0,0,0,0
36047005601,0,0,0,0,0,0
36047005602,0,0,0,0,0,0
36047005900,0,0,0,0,0,0
36047007100,0,0,0,0,0,0
36047007500,0,0,0,0,0,0
36047007700,0,0,0,0,0,0
36047008500,0,0,0,0,0,0
36047011900,0,0,0,0,0,0
36047015400,0,0,0,0,0,0
36047016400,0,0,0,0,0,0
36047016800,0,0,0,0,0,0
36047017600,0,0,0,0,0,0
36047021100,0,0,0,0,0,0
36047028000,0,0,0,0,0,0
36047028200,0,0,0,0,0,0
36047028600,0,0,0,0,0,0
36047029200,0,0,0,0,0,0
36047029400,0,0,0,0,0,0
36047030000,0,0,0,0,0,0
36047030200,0,0,0,0,0,0
36047030400,0,0,0,0,0,0
36047030600,0,0,0,0,0,0
36047030800,0,0,0,0,0,0
36047031400,0,0,0,0,0,0
36047032600,0,0,0,0,0,0
36047032800,0,0,0,0,0,0
36047033000,0,0,0,0,0,0
36047033600,0,0,0,0,0,0
36047034000,0,0,0,0,0,0
36047034200,0,0,0,0,0,0
36047034800,0,0,0,0,0,0
36047035000,0,0,0,0,0,0
36047035200,0,0,0,0,0,0
36047035400,0,0,0,0,0,0
36047035601,0,0,0,0,0,0
36047035602,0,0,0,0,0,0
36047036001,0,0,0,0,0,0
36047036002,0,0,0,0,0,0
36047036200,0,0,0,0,0,0
36047036400,0,0,0,0,0,0
36047038200,0,0,0,0,0,0
36047040200,0,0,0,0,0,0
36047044900,0,0,0,0,0,0
36047054300,0,0,0,0,0,0
36047054700,0,0,0,0,0,0
36047054900,0,0,0,0,0,0
36047055100,0,0,0,0,0,0
36047055500,0,0,0,0,0,0
36047055700,0,0,0,0,0,0
36047056100,0,0,0,0,0,0
36047056300,0,0,0,0,0,0
36047056500,0,0,0,0,0,0
36047056800,0,0,0,0,0,0
36047057000,0,0,0,0,0,0
36047057200,0,0,0,0,0,0
36047057400,0,0,0,0,0,0
36047057900,0,0,0,0,0,0
36047058900,0,0,0,0,0,0
36047059200,0,0,0,0,0,0
36047059401,0,0,0,0,0,0
36047059402,0,0,0,0,0,0
36047059600,0,0,0,0,0,0
36047059800,0,0,0,0,0,0
36047060000,0,0,0,0,0,0
36047060800,0,0,0,0,0,0
36047061002,0,0,0,0,0,0
36047061004,0,0,0,0,0,0
36047061200,0,0,0,0,0,0
36047061600,0,0,0,0,0,0
36047062000,0,0,0,0,0,0
36047062200,0,0,0,0,0,0
36047062600,0,0,0,0,0,0
36047062800,0,0,0,0,0,0
36047063200,0,0,0,0,0,0
36047065800,0,0,0,0,0,0
36047066000,0,0,0,0,0,0
36047066200,0,0,0,0,0,0
36047066600,0,0,0,0,0,0
36047067000,0,0,0,0,0,0
36047068200,0,0,0,0,0,0
36047068600,0,0,0,0,0,0
36047068800,0,0,0,0,0,0
36047069601,0,0,0,0,0,0
36047069602,0,0,0,0,0,0
36047069800,0,0,0,0,0,0
36047070000,0,0,0,0,0,0
36047070201,0,0,0,0,0,0
36047070202,0,0,0,0,0,0
36047070600,0,0,0,0,0,0
36047095600,0,0,0,0,0,0
36047098400,0,0,0,0,0,0
36047098600,0,0,0,0,0,0
36047098800,0,0,0,0,0,0
36047099400,0,0,0,0,0,0
36047099600,0,0,0,0,0,0
36047099800,0,0,0,0,0,0
36047100400,0,0,0,0,0,0
36047100600,0,0,0,0,0,0
36047100800,0,0,0,0,0,0
36047101000,0,0,0,0,0,0
36047101200,0,0,0,0,0,0
36047101400,0,0,0,0,0,0
36047101600,0,0,0,0,0,0
36047101800,0,0,0,0,0,0
36047102000,0,0,0,0,0,0
36047102200,0,0,0,0,0,0
36047102400,0,0,0,0,0,0
36047102600,0,0,0,0,0,0
36047102800,0,0,0,0,0,0
36047103400,0,0,0,0,0,0
36047105801,0,0,0,0,0,0
36047105804,0,0,0,0,0,0
36047107000,0,0,0,0,0,0
36047107800,0,0,0,0,0,0
36047110400,0,0,0,0,0,0
36047110600,0,0,0,0,0,0
36047111000,0,0,0,0,0,0
36047111600,0,0,0,0,0,0
36047120800,0,0,0,0,0,0
36047121400,0,0,0,0,0,0
36047122000,0,0,0,0,0,0
36059300100,0,0,0,0,0,0
36059300400,0,0,0,0,0,0
36059300500,0,0,0,0,0,0
36059300600,0,0,0,0,0,0
36059301000,0,0,0,0,0,0
36059301101,0,0,0,0,0,0
36059301102,0,0,0,0,0,0
36059301200,0,0,0,0,0,0
36059301400,0,0,0,0,0,0
36059301500,0,0,0,0,0,0
36059302000,0,0,0,0,0,0
36059410800,0,0,0,0,0,0
36059410900,0,0,0,0,0,0
36059411000,0,0,0,0,0,0
36059411100,0,0,0,0,0,0
36059411200,0,0,0,0,0,0
36059411301,0,0,0,0,0,0
36059411302,0,0,0,0,0,0
36059411400,0,0,0,0,0,0
36059411500,0,0,0,0,0,0
36059411600,0,0,0,0,0,0
36059412100,0,0,0,0,0,0
36059412200,0,0,0,0,0,0
36059412301,0,0,0,0,0,0
36059412302,0,0,0,0,0,0
36059413001,0,0,0,0,0,0
36059413002,0,0,0,0,0,0
36059413200,0,0,0,0,0,0
36059413300,0,0,0,0,0,0
36059413400,0,0,0,0,0,0
36059413600,0,0,0,0,0,0
36059413700,0,0,0,0,0,0
36059413803,0,0,0,0,0,0
36059413804,0,0,0,0,0,0
36059414301,0,0,0,0,0,0
36059414303,0,0,0,0,0,0
36059414304,0,0,0,0,0,0
36059414400,0,0,0,0,0,0
36059414501,0,0,0,0,0,0
36059414502,0,0,0,0,0,0
36059415000,0,0,0,0,0,0
36059415101,0,0,0,0,0,0
36059415102,0,0,0,0,0,0
36059415201,0,0,0,0,0,0
36059415202,0,0,0,0,0,0
36059415300,0,0,0,0,0,0
36059415401,0,0,0,0,0,0
36059415402,0,0,0,0,0,0
36059415600,0,0,0,0,0,0
36059415700,0,0,0,0,0,0
36059416000,0,0,0,0,0,0
36059416100,0,0,0,0,0,0
36059416201,0,0,0,0,0,0
36059416202,0,0,0,0,0,0
36059416300,0,0,0,0,0,0
36059416401,0,0,0,0,0,0
36059416402,0,0,0,0,0,0
36059416500,0,0,0,0,0,0
36059416600,0,0,0,0,0,0
36059416701,0,0,0,0,0,0
36059416702,0,0,0,0,0,0
36059416801,0,0,0,0,0,0
36059416802,0,0,0,0,0,0
36059416900,0,0,0,0,0,0
36059517000,0,0,0,0,0,0
36059517101,0,0,0,0,0,0
36059517400,0,0,0,0,0,0
36059517500,0,0,0,0,0,0
36059517801,0,0,0,0,0,0
36059517802,0,0,0,0,0,0
36059517901,0,0,0,0,0,0
36059517902,0,0,0,0,0,0
36059518000,0,0,0,0,0,0
36059518201,0,0,0,0,0,0
36059521301,0,0,0,0,0,0
36059521302,0,0,0,0,0,0
36059521400,0,0,0,0,0,0
36059521700,0,0,0,0,0,0
36059521802,0,0,0,0,0,0
36059521902,0,0,0,0,0,0
36059522000,0,0,0,0,0,0
36061000201,0,0,0,0,0,0
36061000202,0,0,0,0,0,0
36061000500,0,0,0,0,0,0
36061000600,0,0,0,0,0,0
36061000700,0,0,0,0,0,0
36061000800,0,0,0,0,0,0
36061000900,0,0,0,0,0,0
36061001001,0,0,0,0,0,0
36061001002,0,0,0,0,0,0
36061001501,0,0,0,0,0,0
36061001502,0,0,0,0,0,0
36061002000,0,0,0,0,0,0
36061002400,0,0,0,0,0,0
36061002500,0,0,0,0,0,0
36061002602,0,0,0,0,0,0
36061002800,0,0,0,0,0,0
36061003700,0,0,0,0,0,0
36061003900,0,0,0,0,0,0
36061004400,0,0,0,0,0,0
36061006000,0,0,0,0,0,0
36061006200,0,0,0,0,0,0
36061006900,0,0,0,0,0,0
36061007500,0,0,0,0,0,0
36061007900,0,0,0,0,0,0
36061008300,0,0,0,0,0,0
36061008601,0,0,0,0,0,0
36061009900,0,0,0,0,0,0
36061011600,0,0,0,0,0,0
36061012900,0,0,0,0,0,0
36061013200,0,0,0,0,0,0
36061013500,0,0,0,0,0,0
36061015100,0,0,0,0,0,0
36061015200,0,0,0,0,0,0
36061015500,0,0,0,0,0,0
36061015602,0,0,0,0,0,0
36061016200,0,0,0,0,0,0
36061017000,0,0,0,0,0,0
36061017800,0,0,0,0,0,0
36061018000,0,0,0,0,0,0
36061018300,0,0,0,0,0,0
36061019100,0,0,0,0,0,0
36061019200,0,0,0,0,0,0
36061019400,0,0,0,0,0,0
36061019500,0,0,0,0,0,0
36061021000,0,0,0,0,0,0
36061021400,0,0,0,0,0,0
36061021900,0,0,0,0,0,0
36061022301,0,0,0,0,0,0
36061022500,0,0,0,0,0,0
36061022900,0,0,0,0,0,0
36061023300,0,0,0,0,0,0
36061023600,0,0,0,0,0,0
36061023700,0,0,0,0,0,0
36061023801,0,0,0,0,0,0
36061023802,0,0,0,0,0,0
36061024200,0,0,0,0,0,0
36061024700,0,0,0,0,0,0
36061029700,0,0,0,0,0,0
36061029900,0,0,0,0,0,0
36061030900,0,0,0,0,0,0
36061031703,0,0,0,0,0,0
36061031704,0,0,0,0,0,0
36061031900,0,0,0,0,0,0
36071000400,0,0,0,0,0,0
36071000502,0,0,0,0,0,0
36071010102,0,0,0,0,0,0
36071010200,0,0,0,0,0,0
36071012800,0,0,0,0,0,0
36071012900,0,0,0,0,0,0
36071013100,0,0,0,0,0,0
36071013600,0,0,0,0,0,0
36071013800,0,0,0,0,0,0
36079010600,0,0,0,0,0,0
36079010700,0,0,0,0,0,0
36079010800,0,0,0,0,0,0
36081000100,0,0,0,0,0,0
36081000700,0,0,0,0,0,0
36081003700,0,0,0,0,0,0
36081006201,0,0,0,0,0,0
36081006202,0,0,0,0,0,0
36081008100,0,0,0,0,0,0
36081008700,0,0,0,0,0,0
36081009100,0,0,0,0,0,0
36081010701,0,0,0,0,0,0
36081019900,0,0,0,0,0,0
36081021900,0,0,0,0,0,0
36081030600,0,0,0,0,0,0
36081031700,0,0,0,0,0,0
36081032000,0,0,0,0,0,0
36081033100,0,0,0,0,0,0
36081038301,0,0,0,0,0,0
36081038302,0,0,0,0,0,0
36081053500,0,0,0,0,0,0
36081065400,0,0,0,0,0,0
36081065600,0,0,0,0,0,0
36081066000,0,0,0,0,0,0
36081066400,0,0,0,0,0,0
36081068000,0,0,0,0,0,0
36081069000,0,0,0,0,0,0
36081069400,0,0,0,0,0,0
36081071600,0,0,0,0,0,0
36081084602,0,0,0,0,0,0
36081086900,0,0,0,0,0,0
36081087100,0,0,0,0,0,0
36081088400,0,0,0,0,0,0
36081089200,0,0,0,0,0,0
36081090700,0,0,0,0,0,0
36081091601,0,0,0,0,0,0
36081091800,0,0,0,0,0,0
36081091900,0,0,0,0,0,0
36081092200,0,0,0,0,0,0
36081092800,0,0,0,0,0,0
36081092900,0,0,0,0,0,0
36081093401,0,0,0,0,0,0
36081093402,0,0,0,0,0,0
36081093800,0,0,0,0,0,0
36081093900,0,0,0,0,0,0
36081094201,0,0,0,0,0,0
36081094202,0,0,0,0,0,0
36081094203,0,0,0,0,0,0
36081094500,0,0,0,0,0,0
36081095400,0,0,0,0,0,0
36081096400,0,0,0,0,0,0
36081097202,0,0,0,0,0,0
36081097203,0,0,0,0,0,0
36081097204,0,0,0,0,0,0
36081097300,0,0,0,0,0,0
36081098100,0,0,0,0,0,0
36081098700,0,0,0,0,0,0
36081099100,0,0,0,0,0,0
36081099200,0,0,0,0,0,0
36081099703,0,0,0,0,0,0
36081099705,0,0,0,0,0,0
36081099801,0,0,0,0,0,0
36081099802,0,0,0,0,0,0
36081099900,0,0,0,0,0,0
36081100801,0,0,0,0,0,0
36081100802,0,0,0,0,0,0
36081101001,0,0,0,0,0,0
36081101002,0,0,0,0,0,0
36081107201,0,0,0,0,0,0
36081107202,0,0,0,0,0,0
36081109300,0,0,0,0,0,0
36081111300,0,0,0,0,0,0
36081138502,0,0,0,0,0,0
36081147900,0,0,0,0,0,0
36081148300,0,0,0,0,0,0
36081150701,0,0,0,0,0,0
36083040100,0,0,0,0,0,0
36083040200,0,0,0,0,0,0
36083040300,0,0,0,0,0,0
36083040400,0,0,0,0,0,0
36083040700,0,0,0,0,0,0
36083040800,0,0,0,0,0,0
36083040900,0,0,0,0,0,0
36083041000,0,0,0,0,0,0
36083051500,0,0,0,0,0,0
36083051600,0,0,0,0,0,0
36083051902,0,0,0,0,0,0
36083052301,0,0,0,0,0,0
36083052404,0,0,0,0,0,0
36083052501,0,0,0,0,0,0
36083052503,0,0,0,0,0,0
36085000300,0,0,0,0,0,0
36085000600,0,0,0,0,0,0
36085000700,0,0,0,0,0,0
36085001800,0,0,0,0,0,0
36085002100,0,0,0,0,0,0
36085007000,0,0,0,0,0,0
36085007400,0,0,0,0,0,0
36085008100,0,0,0,0,0,0
36085009700,0,0,0,0,0,0
36085011201,0,0,0,0,0,0
36085011202,0,0,0,0,0,0
36085011401,0,0,0,0,0,0
36085012804,0,0,0,0,0,0
36085012805,0,0,0,0,0,0
36085012806,0,0,0,0,0,0
36085013201,0,0,0,0,0,0
36085013204,0,0,0,0,0,0
36085013302,0,0,0,0,0,0
36085014607,0,0,0,0,0,0
36085015400,0,0,0,0,0,0
36085015603,0,0,0,0,0,0
36085017008,0,0,0,0,0,0
36085017012,0,0,0,0,0,0
36085017600,0,0,0,0,0,0
36085019800,0,0,0,0,0,0
36085020700,0,0,0,0,0,0
36085022300,0,0,0,0,0,0
36085022600,0,0,0,0,0,0
36085022800,0,0,0,0,0,0
36085024401,0,0,0,0,0,0
36085024402,0,0,0,0,0,0
36085024800,0,0,0,0,0,0
36085027702,0,0,0,0,0,0
36085027706,0,0,0,0,0,0
36085027900,0,0,0,0,0,0
36085029102,0,0,0,0,0,0
36085029103,0,0,0,0,0,0
36085029104,0,0,0,0,0,0
36085031902,0,0,0,0,0,0
36085032300,0,0,0,0,0,0
36087010101,0,0,0,0,0,0
36087010102,0,0,0,0,0,0
36087010200,0,0,0,0,0,0
36087010602,0,0,0,0,0,0
36087010703,0,0,0,0,0,0
36087010902,0,0,0,0,0,0
36087011000,0,0,0,0,0,0
36087013003,0,0,0,0,0,0
36087013100,0,0,0,0,0,0
36087013300,0,0,0,0,0,0
36087013402,0,0,0,0,0,0
36103110101,0,0,0,0,0,0
36103110102,0,0,0,0,0,0
36103110200,0,0,0,0,0,0
36103110300,0,0,0,0,0,0
36103110401,0,0,0,0,0,0
36103110402,0,0,0,0,0,0
36103110501,0,0,0,0,0,0
36103110600,0,0,0,0,0,0
36103110801,0,0,0,0,0,0
36103110803,0,0,0,0,0,0
36103123102,0,0,0,0,0,0
36103123500,0,0,0,0,0,0
36103123600,0,0,0,0,0,0
36103123702,0,0,0,0,0,0
36103123801,0,0,0,0,0,0
36103123802,0,0,0,0,0,0
36103124002,0,0,0,0,0,0
36103124101,0,0,0,0,0,0
36103124102,0,0,0,0,0,0
36103124200,0,0,0,0,0,0
36103124300,0,0,0,0,0,0
36103124401,0,0,0,0,0,0
36103124402,0,0,0,0,0,0
36103124500,0,0,0,0,0,0
36103124601,0,0,0,0,0,0
36103124602,0,0,0,0,0,0
36103134703,0,0,0,0,0,0
36103134704,0,0,0,0,0,0
36103134902,0,0,0,0,0,0
36103134903,0,0,0,0,0,0
36103134904,0,0,0,0,0,0
36103134907,0,0,0,0,0,0
36103135004,0,0,0,0,0,0
36103146402,0,0,0,0,0,0
36103146606,0,0,0,0,0,0
36103146901,0,0,0,0,0,0
36103146902,0,0,0,0,0,0
36103147001,0,0,0,0,0,0
36103147003,0,0,0,0,0,0
36103147004,0,0,0,0,0,0
36103147100,0,0,0,0,0,0
36103147200,0,0,0,0,0,0
36103147300,0,0,0,0,0,0
36103147401,0,0,0,0,0,0
36103147402,0,0,0,0,0,0
36103147501,0,0,0,0,0,0
36103147502,0,0,0,0,0,0
36103147503,0,0,0,0,0,0
36103147601,0,0,0,0,0,0
36103147602,0,0,0,0,0,0
36103147702,0,0,0,0,0,0
36103147802,0,0,0,0,0,0
36103147804,0,0,0,0,0,0
36103147902,0,0,0,0,0,0
36103158001,0,0,0,0,0,0
36103158002,0,0,0,0,0,0
36103158205,0,0,0,0,0,0
36103158206,0,0,0,0,0,0
36103158207,0,0,0,0,0,0
36103158304,0,0,0,0,0,0
36103158317,0,0,0,0,0,0
36103158402,0,0,0,0,0,0
36103158407,0,0,0,0,0,0
36103158802,0,0,0,0,0,0
36103158900,0,0,0,0,0,0
36103159000,0,0,0,0,0,0
36103159102,0,0,0,0,0,0
36103159103,0,0,0,0,0,0
36103159106,0,0,0,0,0,0
36103159201,0,0,0,0,0,0
36103159203,0,0,0,0,0,0
36103159204,0,0,0,0,0,0
36103159300,0,0,0,0,0,0
36103159404,0,0,0,0,0,0
36103159406,0,0,0,0,0,0
36103159408,0,0,0,0,0,0
36103159505,0,0,0,0,0,0
36103159506,0,0,0,0,0,0
36103159508,0,0,0,0,0,0
36103159509,0,0,0,0,0,0
36103159510,0,0,0,0,0,0
36103159511,0,0,0,0,0,0
36103159512,0,0,0,0,0,0
36103159601,0,0,0,0,0,0
36103159602,0,0,0,0,0,0
36103169701,0,0,0,0,0,0
36103169703,0,0,0,0,0,0
36103169800,0,0,0,0,0,0
36103169901,0,0,0,0,0,0
36103169902,0,0,0,0,0,0
36103170001,0,0,0,0,0,0
36103170002,0,0,0,0,0,0
36103170101,0,0,0,0,0,0
36103170201,0,0,0,0,0,0
