Census Block,25 cm,50 cm,75 cm,100 cm,125 cm,150 cm
1.20111E+11,0%,1%,63%,96%,98%,99%
1.20111E+11,0%,0%,36%,75%,88%,92%
1.20111E+11,0%,0%,15%,45%,73%,81%
1.20111E+11,0%,0%,17%,43%,68%,79%
1.20111E+11,0%,0%,8%,34%,71%,86%
1.20111E+11,0%,2%,28%,65%,90%,98%
1.20111E+11,0%,2%,48%,81%,86%,89%
1.20111E+11,1%,15%,55%,80%,94%,95%
1.20111E+11,1%,12%,48%,68%,68%,68%
1.20111E+11,0%,0%,42%,100%,100%,100%
1.20111E+11,0%,0%,61%,100%,100%,100%
1.20111E+11,0%,0%,52%,88%,89%,90%
1.20111E+11,0%,0%,51%,85%,86%,89%
1.20111E+11,0%,0%,20%,41%,61%,91%
1.20111E+11,0%,0%,34%,68%,81%,93%
1.20111E+11,0%,0%,64%,100%,100%,100%
1.20111E+11,0%,0%,64%,100%,100%,100%
1.20111E+11,0%,1%,77%,100%,100%,100%
1.20111E+11,0%,2%,70%,100%,100%,100%
1.20111E+11,0%,1%,18%,45%,65%,71%
1.20111E+11,0%,1%,72%,100%,100%,100%
1.20111E+11,0%,0%,64%,96%,97%,96%
1.20111E+11,0%,0%,63%,100%,100%,100%
1.20111E+11,0%,0%,64%,100%,100%,100%
1.20111E+11,0%,0%,61%,100%,100%,100%
1.20111E+11,0%,0%,52%,85%,96%,98%
1.20111E+11,0%,0%,64%,100%,100%,100%
1.20111E+11,0%,0%,64%,100%,100%,100%
1.20111E+11,0%,2%,52%,84%,96%,98%
1.20111E+11,0%,0%,45%,87%,100%,100%
1.20111E+11,0%,0%,44%,89%,100%,100%
1.20111E+11,0%,1%,39%,71%,81%,81%
1.20111E+11,0%,0%,34%,90%,98%,100%
1.20111E+11,0%,0%,45%,91%,100%,100%
1.20111E+11,0%,0%,6%,33%,70%,82%
1.20111E+11,0%,0%,25%,68%,89%,93%
1.20111E+11,0%,0%,65%,100%,100%,100%
1.20111E+11,0%,1%,64%,96%,97%,98%
1.20111E+11,0%,0%,64%,100%,100%,100%
1.20111E+11,0%,0%,64%,100%,100%,100%
1.20111E+11,0%,0%,64%,100%,100%,100%
1.20111E+11,0%,0%,64%,100%,100%,100%
1.20111E+11,0%,1%,69%,100%,100%,100%
1.20111E+11,0%,0%,31%,62%,83%,92%
1.20111E+11,0%,0%,20%,59%,82%,90%
1.20111E+11,0%,0%,34%,64%,79%,88%
1.20111E+11,0%,0%,3%,26%,57%,68%
1.20111E+11,0%,0%,14%,63%,86%,91%
1.20111E+11,0%,0%,4%,22%,59%,80%
1.20111E+11,0%,0%,35%,77%,93%,97%
1.20111E+11,0%,0%,42%,72%,86%,97%
1.20111E+11,0%,0%,11%,32%,49%,54%
1.20111E+11,0%,0%,53%,92%,100%,100%
1.20111E+11,0%,0%,59%,97%,98%,97%
1.20111E+11,0%,0%,44%,69%,85%,89%
1.20111E+11,0%,0%,9%,56%,99%,100%
1.20111E+11,0%,0%,23%,85%,100%,100%
1.20111E+11,0%,0%,1%,19%,81%,87%
1.20111E+11,0%,0%,0%,3%,50%,74%
1.20111E+11,0%,0%,17%,48%,76%,89%
1.20111E+11,0%,0%,1%,18%,94%,98%
1.20111E+11,0%,0%,15%,44%,85%,92%
1.20111E+11,0%,0%,35%,72%,94%,95%
1.20111E+11,0%,0%,56%,91%,94%,92%
1.20111E+11,0%,0%,21%,80%,99%,100%
1.20111E+11,0%,3%,49%,74%,80%,83%
1.2012E+11,0%,0%,0%,0%,5%,10%
1.2015E+11,0%,2%,3%,6%,9%,15%
1.2015E+11,0%,9%,17%,26%,31%,35%
1.2015E+11,0%,1%,4%,11%,21%,25%
1.2015E+11,0%,1%,7%,21%,31%,36%
1.2015E+11,0%,0%,0%,1%,2%,3%
1.2015E+11,0%,0%,7%,36%,39%,39%
1.2015E+11,0%,0%,4%,15%,19%,21%
1.2015E+11,0%,0%,1%,5%,5%,5%
1.2015E+11,0%,0%,4%,18%,25%,25%
1.2015E+11,0%,0%,8%,53%,85%,86%
1.2015E+11,0%,0%,2%,24%,69%,84%
1.2015E+11,0%,0%,0%,0%,0%,0%
1.2015E+11,0%,0%,0%,0%,0%,0%
1.2015E+11,0%,0%,0%,0%,0%,0%
1.2015E+11,0%,0%,0%,0%,0%,0%
1.2015E+11,0%,0%,3%,14%,17%,17%
1.2015E+11,0%,0%,0%,0%,0%,0%
1.2015E+11,0%,0%,0%,0%,0%,0%
1.2015E+11,0%,0%,0%,0%,0%,0%
1.2015E+11,0%,0%,0%,0%,0%,0%
1.2015E+11,0%,0%,7%,19%,26%,36%
1.2015E+11,1%,15%,25%,34%,34%,40%
1.2015E+11,1%,8%,36%,48%,52%,58%
1.2015E+11,0%,0%,1%,8%,19%,27%
1.2015E+11,0%,0%,0%,4%,15%,28%
1.2015E+11,0%,2%,6%,11%,20%,25%
1.2015E+11,0%,0%,0%,0%,0%,0%
1.2015E+11,0%,0%,0%,0%,1%,4%
1.2015E+11,0%,0%,0%,0%,1%,4%
1.2015E+11,0%,0%,3%,19%,54%,70%
1.2015E+11,0%,0%,0%,1%,3%,5%
1.2015E+11,0%,0%,2%,11%,36%,50%
1.2015E+11,0%,0%,10%,51%,76%,77%
1.2015E+11,0%,0%,0%,17%,65%,74%
1.2015E+11,0%,0%,1%,8%,14%,16%
1.2015E+11,0%,0%,0%,1%,7%,14%
1.2015E+11,0%,0%,11%,56%,75%,78%
1.2015E+11,0%,1%,14%,43%,55%,56%
1.2015E+11,0%,1%,15%,42%,62%,69%
1.2015E+11,0%,1%,13%,49%,57%,57%
1.2015E+11,0%,1%,1%,13%,48%,48%
1.2015E+11,0%,1%,7%,32%,58%,57%
1.2015E+11,0%,0%,7%,39%,77%,77%
1.2015E+11,0%,0%,0%,0%,0%,0%
1.2015E+11,0%,0%,3%,23%,47%,52%
1.2015E+11,0%,0%,1%,16%,39%,43%
1.2015E+11,0%,0%,7%,45%,68%,72%
1.2015E+11,0%,0%,7%,47%,59%,59%
1.2015E+11,0%,0%,0%,5%,36%,56%
1.2015E+11,0%,0%,0%,0%,5%,10%
1.2015E+11,0%,0%,0%,7%,34%,42%
1.2015E+11,0%,0%,0%,4%,18%,26%
1.2015E+11,0%,0%,0%,0%,1%,6%
1.2015E+11,0%,0%,2%,7%,19%,27%
1.2015E+11,0%,0%,3%,9%,17%,20%
1.2015E+11,0%,0%,3%,29%,64%,82%
1.2015E+11,0%,0%,5%,21%,34%,37%
1.2015E+11,0%,0%,0%,8%,31%,36%
1.2015E+11,0%,0%,2%,13%,37%,46%
1.2015E+11,0%,0%,1%,15%,57%,67%
1.2015E+11,0%,0%,0%,1%,6%,9%
1.2015E+11,0%,0%,0%,0%,2%,4%
1.2015E+11,0%,0%,2%,24%,57%,62%
1.2015E+11,0%,0%,8%,38%,50%,54%
1.2015E+11,0%,0%,1%,11%,32%,36%
1.2015E+11,0%,0%,4%,26%,57%,74%
1.2015E+11,0%,0%,0%,0%,0%,1%
1.2015E+11,0%,0%,0%,0%,0%,0%
1.2015E+11,0%,0%,3%,25%,58%,67%
1.2015E+11,0%,0%,1%,9%,17%,24%
1.2015E+11,0%,0%,1%,10%,35%,43%
1.2015E+11,0%,0%,7%,23%,37%,39%
1.2015E+11,0%,1%,12%,32%,37%,37%
1.2015E+11,0%,5%,38%,69%,73%,73%
1.2015E+11,0%,0%,10%,62%,87%,91%
1.2015E+11,0%,2%,18%,65%,78%,80%
1.2015E+11,0%,0%,1%,7%,22%,29%
1.2015E+11,0%,0%,2%,14%,32%,43%
1.2015E+11,0%,0%,5%,33%,57%,63%
1.2015E+11,0%,0%,3%,24%,51%,59%
1.20175E+11,0%,0%,0%,0%,1%,3%
1.20175E+11,0%,0%,1%,3%,5%,10%
1.20175E+11,0%,0%,1%,2%,7%,12%
1.20175E+11,0%,0%,0%,0%,0%,0%
1.20175E+11,0%,0%,0%,0%,0%,1%
1.20175E+11,0%,0%,0%,0%,0%,0%
1.20175E+11,0%,0%,1%,1%,2%,3%
1.20175E+11,0%,0%,0%,0%,0%,0%
1.20175E+11,0%,3%,6%,14%,24%,26%
1.20175E+11,0%,0%,1%,2%,6%,12%
1.20175E+11,0%,3%,8%,22%,41%,44%
1.20175E+11,0%,0%,0%,2%,7%,12%
1.20175E+11,0%,1%,2%,3%,5%,7%
1.20175E+11,0%,0%,0%,0%,0%,2%
1.20175E+11,0%,0%,0%,2%,12%,23%
1.20175E+11,0%,0%,0%,0%,1%,4%
1.20175E+11,0%,0%,0%,0%,0%,1%
1.20175E+11,0%,0%,0%,0%,0%,0%
1.20175E+11,0%,0%,0%,0%,1%,1%
1.20175E+11,0%,0%,0%,0%,0%,0%
1.20175E+11,0%,0%,0%,0%,3%,8%
1.20175E+11,0%,0%,0%,1%,4%,5%
1.20175E+11,0%,0%,0%,0%,0%,0%
1.20175E+11,0%,0%,0%,0%,0%,1%
1.20175E+11,0%,0%,0%,0%,0%,2%
1.20175E+11,0%,0%,0%,0%,1%,3%
1.20175E+11,0%,0%,0%,0%,3%,10%
1.20175E+11,0%,1%,2%,6%,14%,19%
1.20175E+11,0%,4%,7%,7%,7%,7%
1.20175E+11,0%,0%,0%,0%,0%,0%
1.20175E+11,0%,1%,2%,3%,13%,30%
1.2019E+11,0%,0%,5%,7%,6%,15%
1.2019E+11,0%,0%,1%,7%,7%,13%
1.2019E+11,0%,1%,10%,29%,54%,64%
1.2019E+11,0%,0%,0%,0%,0%,0%
1.2019E+11,0%,0%,5%,25%,18%,27%
1.2019E+11,0%,0%,4%,11%,22%,35%
1.2019E+11,0%,1%,8%,13%,18%,25%
1.2019E+11,0%,0%,1%,3%,4%,9%
1.2019E+11,1%,1%,2%,8%,5%,10%
1.2019E+11,0%,0%,0%,3%,11%,18%
1.2019E+11,0%,0%,0%,0%,1%,9%
1.2019E+11,0%,0%,0%,0%,0%,1%
1.2019E+11,0%,0%,3%,9%,11%,19%
1.2019E+11,0%,0%,0%,0%,18%,46%
1.2019E+11,0%,0%,8%,20%,24%,35%
1.2019E+11,0%,0%,0%,1%,3%,3%
1.2019E+11,0%,0%,8%,20%,27%,33%
1.2019E+11,0%,0%,0%,0%,0%,4%
1.2019E+11,0%,0%,5%,13%,24%,31%
1.2019E+11,0%,0%,4%,11%,14%,17%
1.2019E+11,0%,0%,3%,10%,10%,15%
1.2019E+11,0%,1%,3%,9%,17%,24%
1.2019E+11,0%,0%,0%,0%,0%,2%
1.2019E+11,0%,0%,6%,14%,13%,22%
1.2019E+11,0%,0%,0%,0%,2%,7%
1.2019E+11,0%,0%,6%,10%,23%,30%
1.2019E+11,0%,2%,8%,17%,26%,29%
1.2019E+11,0%,0%,1%,4%,8%,13%
1.2019E+11,0%,0%,4%,9%,13%,18%
1.2019E+11,0%,0%,1%,13%,30%,41%
1.2019E+11,0%,0%,0%,1%,6%,9%
1.2019E+11,0%,0%,0%,2%,8%,16%
1.2019E+11,0%,0%,0%,1%,9%,19%
1.2019E+11,0%,0%,0%,4%,12%,19%
1.2019E+11,0%,3%,6%,8%,17%,29%
1.2019E+11,0%,0%,2%,3%,4%,14%
1.2019E+11,0%,0%,0%,1%,2%,5%
1.2019E+11,0%,0%,0%,0%,0%,0%
1.2019E+11,0%,0%,0%,0%,0%,0%
1.2019E+11,3%,7%,11%,14%,15%,24%
1.2019E+11,0%,0%,0%,1%,4%,10%
1.2019E+11,0%,0%,6%,17%,23%,31%
1.2019E+11,3%,11%,15%,20%,22%,32%
1.2019E+11,0%,2%,8%,17%,18%,26%
1.2019E+11,1%,2%,4%,6%,8%,13%
1.2019E+11,0%,0%,2%,5%,8%,16%
1.2019E+11,0%,0%,2%,4%,9%,11%
1.2019E+11,0%,10%,67%,84%,67%,78%
1.2019E+11,3%,18%,34%,39%,39%,47%
1.2019E+11,1%,5%,9%,13%,10%,20%
1.2021E+11,0%,0%,0%,18%,58%,64%
1.2021E+11,0%,0%,0%,19%,41%,41%
1.2021E+11,0%,0%,1%,6%,23%,33%
1.2021E+11,0%,0%,0%,4%,18%,27%
1.2021E+11,0%,0%,0%,0%,0%,1%
1.2021E+11,0%,0%,6%,27%,58%,70%
1.2021E+11,0%,0%,0%,2%,5%,8%
1.2021E+11,0%,0%,0%,2%,14%,17%
1.2021E+11,0%,0%,0%,5%,17%,20%
1.2021E+11,0%,0%,1%,4%,11%,16%
1.2021E+11,0%,0%,0%,2%,9%,13%
1.2021E+11,0%,0%,0%,0%,0%,0%
1.2021E+11,0%,0%,0%,3%,30%,40%
1.2021E+11,0%,0%,0%,4%,15%,15%
1.2021E+11,0%,0%,0%,19%,47%,48%
1.2021E+11,0%,0%,0%,28%,64%,64%
1.2021E+11,0%,0%,0%,21%,46%,46%
1.2021E+11,0%,0%,3%,14%,25%,31%
1.2021E+11,0%,0%,0%,6%,26%,40%
1.2021E+11,0%,0%,3%,7%,12%,15%
1.2021E+11,0%,0%,0%,0%,2%,3%
1.2021E+11,0%,0%,1%,4%,6%,6%
1.2021E+11,0%,0%,0%,0%,0%,0%
1.2021E+11,0%,0%,0%,0%,1%,4%
1.2021E+11,0%,0%,1%,12%,37%,42%
1.2021E+11,0%,0%,6%,21%,33%,38%
1.2021E+11,0%,0%,3%,18%,21%,24%
1.2021E+11,0%,0%,0%,1%,6%,10%
1.2021E+11,0%,0%,0%,3%,26%,37%
1.2021E+11,0%,0%,0%,0%,4%,13%
1.2021E+11,0%,0%,0%,0%,0%,2%
1.2021E+11,0%,0%,0%,0%,1%,3%
1.2021E+11,0%,0%,0%,1%,6%,11%
1.2021E+11,0%,0%,0%,3%,10%,14%
1.2021E+11,0%,0%,0%,11%,38%,51%
1.2021E+11,0%,0%,0%,0%,0%,0%
1.2021E+11,0%,0%,0%,2%,4%,5%
1.2021E+11,0%,0%,1%,3%,8%,10%
1.2021E+11,0%,0%,0%,0%,4%,11%
1.2021E+11,0%,0%,4%,16%,37%,48%
1.2021E+11,0%,0%,7%,21%,31%,36%
1.2021E+11,0%,0%,0%,0%,0%,1%
1.2021E+11,0%,0%,0%,0%,2%,19%
1.2021E+11,0%,0%,1%,9%,19%,25%
1.2021E+11,0%,0%,0%,9%,32%,40%
1.2021E+11,0%,0%,1%,17%,30%,38%
1.2021E+11,0%,0%,5%,11%,13%,13%
1.2021E+11,0%,0%,2%,8%,13%,14%
1.2021E+11,0%,0%,30%,79%,81%,81%
1.2021E+11,0%,0%,5%,31%,64%,75%
1.2021E+11,0%,0%,0%,2%,10%,15%
1.2021E+11,0%,0%,0%,0%,0%,2%
1.2021E+11,0%,0%,0%,0%,0%,4%
1.2021E+11,0%,0%,0%,0%,0%,1%
1.2021E+11,0%,0%,4%,31%,66%,80%
1.2021E+11,0%,0%,0%,0%,7%,38%
1.2021E+11,0%,0%,0%,0%,0%,5%
1.2021E+11,0%,0%,0%,1%,26%,60%
1.2021E+11,0%,0%,0%,0%,0%,1%
1.2021E+11,0%,0%,0%,0%,6%,29%
1.2021E+11,0%,0%,2%,28%,90%,99%
1.2021E+11,0%,0%,0%,6%,67%,96%
1.2021E+11,0%,0%,13%,36%,39%,39%
1.2021E+11,0%,0%,19%,63%,65%,65%
1.2021E+11,0%,0%,0%,14%,76%,97%
1.2021E+11,0%,0%,15%,72%,100%,100%
1.2021E+11,0%,0%,3%,46%,99%,100%
1.2021E+11,0%,0%,10%,56%,92%,98%
1.2021E+11,0%,0%,4%,37%,57%,57%
1.2021E+11,0%,0%,34%,99%,100%,100%
1.2021E+11,0%,0%,15%,80%,100%,100%
1.2021E+11,0%,0%,31%,95%,95%,95%
1.2021E+11,0%,0%,0%,13%,79%,98%
1.2021E+11,0%,0%,2%,18%,72%,96%
1.2021E+11,0%,0%,18%,59%,74%,75%
1.2021E+11,0%,0%,13%,27%,27%,27%
1.2021E+11,0%,0%,11%,36%,45%,45%
1.2021E+11,0%,0%,44%,100%,100%,100%
1.2021E+11,1%,4%,40%,76%,77%,77%
1.2021E+11,1%,4%,28%,40%,40%,40%
1.2021E+11,0%,0%,5%,29%,76%,91%
1.2021E+11,0%,0%,0%,1%,24%,45%
1.2021E+11,0%,0%,13%,70%,100%,100%
1.2021E+11,0%,0%,8%,39%,68%,77%
1.2021E+11,0%,0%,24%,89%,100%,100%
1.2021E+11,0%,0%,22%,94%,100%,100%
1.2021E+11,0%,0%,11%,73%,100%,100%
1.2021E+11,13%,24%,51%,64%,66%,67%
1.2021E+11,4%,10%,27%,35%,35%,35%
1.2021E+11,3%,13%,54%,82%,91%,92%
1.2021E+11,0%,0%,6%,42%,69%,69%
1.2021E+11,0%,0%,2%,30%,62%,62%
1.2021E+11,0%,1%,7%,17%,27%,33%
1.2021E+11,0%,0%,0%,24%,50%,50%
1.2021E+11,0%,0%,5%,40%,74%,74%
1.2021E+11,0%,0%,1%,28%,56%,56%
1.2021E+11,0%,0%,1%,31%,61%,62%
1.2021E+11,0%,0%,2%,8%,14%,14%
1.2021E+11,0%,0%,0%,38%,80%,80%
1.2021E+11,0%,0%,0%,26%,55%,55%
1.2021E+11,0%,0%,0%,40%,84%,84%
1.2021E+11,0%,0%,0%,0%,0%,0%
1.2021E+11,0%,0%,0%,13%,28%,28%
1.2021E+11,0%,0%,0%,3%,5%,5%
1.2021E+11,0%,0%,8%,28%,50%,59%
1.2021E+11,13%,10%,8%,10%,9%,11%
1.2021E+11,29%,36%,48%,57%,58%,60%
1.2021E+11,0%,0%,49%,100%,100%,100%
1.2021E+11,0%,0%,48%,100%,100%,100%
1.2021E+11,0%,13%,76%,92%,92%,92%
1.2021E+11,0%,4%,39%,52%,52%,52%
1.2021E+11,0%,1%,58%,100%,100%,100%
1.2021E+11,7%,17%,41%,50%,50%,50%
1.2021E+11,0%,7%,65%,93%,93%,93%
1.2027E+11,0%,0%,0%,1%,1%,3%
1.2027E+11,0%,1%,6%,11%,14%,21%
1.2027E+11,0%,28%,33%,40%,40%,49%
1.2027E+11,0%,39%,40%,44%,43%,53%
1.2027E+11,0%,7%,14%,20%,16%,22%
1.203E+11,0%,0%,0%,0%,0%,0%
1.203E+11,0%,0%,0%,1%,1%,2%
1.203E+11,0%,0%,0%,1%,1%,2%
1.203E+11,0%,1%,7%,11%,16%,18%
1.203E+11,0%,3%,11%,15%,18%,21%
1.203E+11,0%,1%,2%,4%,6%,9%
1.2031E+11,0%,0%,0%,4%,9%,19%
1.2031E+11,0%,1%,3%,4%,7%,11%
1.2031E+11,0%,0%,0%,0%,0%,2%
1.2031E+11,0%,0%,2%,6%,19%,27%
1.2031E+11,0%,0%,0%,0%,0%,1%
1.2031E+11,0%,0%,0%,0%,0%,8%
1.2031E+11,0%,0%,0%,0%,4%,13%
1.2031E+11,0%,0%,0%,2%,8%,23%
1.2031E+11,0%,0%,0%,1%,20%,31%
1.2031E+11,0%,0%,2%,9%,10%,19%
1.2031E+11,0%,0%,0%,0%,2%,4%
1.2031E+11,0%,0%,0%,0%,1%,9%
1.2031E+11,0%,0%,14%,45%,60%,65%
1.2031E+11,0%,0%,12%,33%,37%,37%
1.2031E+11,0%,0%,4%,25%,44%,52%
1.2031E+11,0%,0%,0%,4%,39%,52%
1.2031E+11,0%,0%,0%,0%,0%,1%
1.2031E+11,0%,0%,0%,5%,23%,30%
1.2031E+11,0%,0%,7%,11%,13%,23%
1.2031E+11,0%,0%,0%,1%,2%,12%
1.2031E+11,0%,0%,0%,0%,1%,8%
1.2031E+11,0%,0%,0%,0%,0%,0%
1.2031E+11,0%,0%,0%,0%,0%,0%
1.2031E+11,0%,0%,1%,4%,4%,6%
1.2031E+11,0%,0%,1%,9%,27%,39%
1.2031E+11,0%,0%,0%,0%,15%,41%
1.2031E+11,0%,0%,1%,4%,6%,10%
1.2031E+11,0%,0%,0%,1%,5%,13%
1.2031E+11,0%,0%,0%,3%,22%,41%
1.2031E+11,0%,0%,0%,0%,0%,1%
1.2031E+11,0%,0%,0%,0%,0%,0%
1.2031E+11,1%,7%,10%,12%,16%,26%
1.2031E+11,0%,1%,3%,7%,9%,12%
1.2031E+11,0%,0%,1%,2%,5%,15%
1.2031E+11,1%,3%,5%,6%,9%,21%
1.2031E+11,0%,0%,0%,0%,2%,6%
1.2031E+11,0%,1%,2%,3%,3%,9%
1.2031E+11,0%,0%,2%,5%,10%,21%
1.2031E+11,0%,0%,0%,1%,8%,18%
1.2031E+11,1%,20%,22%,26%,20%,29%
1.2031E+11,5%,25%,30%,35%,39%,46%
1.2031E+11,0%,0%,0%,0%,2%,8%
1.2031E+11,0%,0%,0%,0%,0%,2%
1.2031E+11,0%,0%,0%,2%,7%,14%
1.2031E+11,0%,0%,0%,0%,1%,9%
1.2031E+11,0%,0%,0%,0%,0%,6%
1.2031E+11,0%,0%,2%,5%,11%,23%
1.2031E+11,0%,0%,1%,4%,8%,17%
1.2031E+11,0%,0%,2%,5%,13%,27%
1.2031E+11,0%,0%,0%,0%,2%,15%
1.2031E+11,0%,0%,0%,0%,1%,11%
1.2031E+11,0%,0%,1%,2%,5%,12%
1.2031E+11,1%,2%,4%,8%,14%,22%
1.2031E+11,0%,1%,2%,4%,5%,16%
1.2031E+11,1%,6%,8%,11%,15%,29%
1.2031E+11,0%,2%,9%,17%,12%,25%
1.2031E+11,0%,0%,0%,0%,0%,2%
1.2031E+11,0%,0%,0%,3%,6%,13%
1.2031E+11,0%,0%,1%,1%,1%,18%
1.2031E+11,0%,0%,1%,7%,14%,23%
1.2031E+11,0%,0%,0%,0%,4%,17%
1.2031E+11,0%,0%,0%,0%,0%,10%
1.2031E+11,0%,0%,0%,0%,0%,3%
1.2031E+11,0%,0%,0%,0%,3%,14%
1.2031E+11,0%,0%,1%,5%,6%,10%
1.2031E+11,0%,0%,1%,3%,10%,28%
1.2031E+11,0%,0%,2%,6%,14%,26%
1.2031E+11,0%,0%,1%,4%,14%,28%
1.2031E+11,0%,0%,1%,5%,14%,35%
1.2031E+11,0%,0%,0%,0%,0%,4%
1.2031E+11,0%,0%,3%,7%,12%,21%
1.2031E+11,0%,0%,0%,1%,5%,12%
1.2031E+11,0%,0%,0%,3%,7%,25%
1.2031E+11,0%,0%,0%,0%,1%,24%
1.2031E+11,0%,4%,2%,2%,5%,16%
1.2031E+11,0%,0%,0%,0%,0%,11%
1.2031E+11,0%,0%,0%,1%,9%,25%
1.2031E+11,0%,0%,0%,0%,1%,6%
1.2031E+11,0%,0%,0%,0%,1%,2%
1.2031E+11,0%,0%,1%,5%,14%,21%
1.2031E+11,0%,0%,0%,0%,2%,6%
1.2031E+11,0%,0%,0%,0%,1%,7%
1.2031E+11,0%,0%,1%,6%,10%,13%
1.2031E+11,0%,0%,0%,0%,0%,0%
1.2031E+11,0%,0%,0%,1%,8%,14%
1.2031E+11,0%,0%,0%,0%,0%,3%
1.2031E+11,0%,0%,6%,10%,15%,25%
1.2031E+11,0%,0%,0%,0%,2%,5%
1.2031E+11,0%,0%,0%,7%,16%,25%
1.2031E+11,0%,0%,0%,0%,0%,0%
1.2031E+11,0%,1%,9%,30%,38%,44%
1.2031E+11,0%,0%,7%,29%,33%,45%
1.2031E+11,0%,0%,2%,9%,6%,9%
1.2031E+11,0%,0%,0%,5%,13%,25%
1.2031E+11,0%,0%,1%,13%,27%,33%
1.2031E+11,0%,2%,4%,11%,17%,26%
1.2031E+11,0%,0%,2%,26%,46%,51%
1.2031E+11,1%,7%,9%,13%,14%,20%
1.2031E+11,0%,1%,5%,12%,35%,55%
1.2031E+11,1%,4%,11%,15%,14%,24%
1.2031E+11,0%,0%,0%,4%,11%,14%
1.2031E+11,0%,0%,3%,4%,7%,11%
1.2031E+11,0%,0%,2%,10%,20%,27%
1.2031E+11,0%,0%,2%,18%,28%,30%
1.2031E+11,0%,0%,0%,0%,0%,1%
1.2031E+11,0%,0%,3%,10%,14%,18%
1.2031E+11,0%,0%,3%,7%,12%,20%
1.2031E+11,0%,0%,0%,0%,6%,15%
1.2031E+11,1%,5%,10%,17%,21%,30%
1.2031E+11,0%,0%,0%,2%,8%,14%
1.2031E+11,0%,0%,0%,1%,4%,33%
1.2031E+11,0%,2%,3%,4%,12%,33%
1.2031E+11,0%,2%,3%,5%,6%,29%
1.2031E+11,0%,0%,0%,0%,0%,27%
1.2031E+11,0%,0%,3%,5%,7%,27%
1.2031E+11,0%,0%,0%,0%,0%,27%
1.2031E+11,0%,0%,0%,1%,1%,26%
1.2031E+11,0%,0%,0%,0%,0%,29%
1.2031E+11,0%,0%,0%,0%,0%,27%
1.2031E+11,0%,0%,0%,0%,0%,28%
1.2031E+11,0%,0%,0%,0%,0%,5%
1.2031E+11,0%,0%,0%,0%,0%,19%
1.2031E+11,0%,0%,0%,0%,0%,3%
1.2031E+11,0%,0%,0%,0%,0%,27%
1.2031E+11,0%,0%,0%,0%,1%,26%
1.2031E+11,0%,0%,0%,0%,0%,19%
1.2031E+11,0%,0%,0%,0%,0%,8%
1.2031E+11,0%,0%,0%,0%,0%,27%
1.2031E+11,0%,0%,0%,1%,1%,26%
1.2031E+11,0%,0%,0%,0%,0%,6%
1.2031E+11,0%,0%,0%,0%,0%,10%
1.2031E+11,0%,0%,0%,1%,5%,24%
1.2031E+11,0%,0%,0%,0%,0%,15%
1.2031E+11,0%,0%,0%,0%,0%,0%
1.2031E+11,0%,0%,0%,0%,0%,1%
1.2031E+11,0%,0%,0%,0%,0%,4%
1.2031E+11,0%,0%,0%,0%,0%,4%
1.2031E+11,0%,0%,0%,0%,0%,0%
1.2031E+11,0%,0%,0%,0%,0%,3%
1.2031E+11,0%,0%,0%,0%,0%,19%
1.2031E+11,0%,0%,0%,1%,5%,31%
1.2031E+11,0%,0%,0%,0%,0%,6%
1.2031E+11,0%,0%,0%,0%,0%,8%
1.2031E+11,0%,0%,2%,6%,14%,29%
1.2031E+11,0%,0%,0%,0%,0%,10%
1.2031E+11,0%,0%,1%,4%,10%,19%
1.2031E+11,0%,0%,1%,2%,3%,24%
1.2031E+11,0%,0%,0%,0%,0%,11%
1.2031E+11,0%,0%,0%,0%,0%,3%
1.2031E+11,0%,0%,0%,0%,0%,5%
1.2031E+11,0%,0%,0%,1%,3%,23%
1.2031E+11,0%,0%,0%,0%,0%,13%
1.2031E+11,0%,0%,0%,0%,1%,2%
1.2031E+11,0%,0%,0%,0%,1%,13%
1.2031E+11,0%,0%,2%,6%,15%,36%
1.2031E+11,0%,0%,0%,1%,3%,25%
1.2031E+11,0%,0%,0%,0%,0%,7%
1.2031E+11,0%,0%,0%,0%,0%,10%
1.2031E+11,0%,2%,3%,5%,5%,11%
1.2031E+11,0%,0%,0%,3%,9%,14%
1.2031E+11,0%,0%,1%,5%,8%,12%
1.2031E+11,0%,1%,4%,8%,14%,20%
1.2031E+11,0%,0%,0%,0%,5%,11%
1.2031E+11,0%,0%,0%,1%,3%,5%
1.2031E+11,0%,0%,2%,4%,8%,21%
1.2031E+11,0%,0%,0%,0%,0%,2%
1.2031E+11,0%,0%,5%,16%,15%,31%
1.2031E+11,0%,0%,0%,3%,10%,11%
1.2031E+11,0%,1%,8%,16%,25%,33%
1.2031E+11,0%,0%,4%,23%,46%,50%
1.2031E+11,0%,0%,0%,4%,17%,23%
1.2031E+11,0%,0%,0%,0%,0%,3%
1.2031E+11,0%,0%,0%,0%,7%,11%
1.2031E+11,0%,0%,0%,0%,0%,0%
1.2031E+11,0%,0%,2%,15%,19%,29%
1.2031E+11,0%,0%,0%,0%,0%,8%
1.2031E+11,0%,0%,4%,10%,28%,44%
1.2031E+11,0%,0%,4%,4%,8%,12%
1.2031E+11,0%,0%,2%,6%,11%,22%
1.2031E+11,0%,0%,0%,0%,0%,1%
1.2031E+11,0%,0%,7%,13%,12%,22%
1.2031E+11,0%,0%,0%,8%,17%,26%
1.2031E+11,0%,0%,0%,2%,4%,8%
1.2031E+11,0%,0%,0%,3%,18%,33%
